"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-44.311828734994,-38.4321195976045
1.57542,0,-170,-30.1525512247091,-28.4823222375258
1.57542,0,-160,-26.5487067755206,-28.3800362701241
1.57542,0,-150,-23.6339332904857,-36.779884343909
1.57542,0,-140,-20.2942835823318,-28.4230533687269
1.57542,0,-130,-18.4269547371375,-23.8186420629365
1.57542,0,-120,-17.5748532113458,-21.9040496345554
1.57542,0,-110,-16.8646362306937,-20.6374258599425
1.57542,0,-100,-15.719739456277,-19.3294150660434
1.57542,0,-90,-13.9588151529481,-17.8042733642446
1.57542,0,-80,-11.6765497486935,-16.0628383550586
1.57542,0,-70,-9.13528205007347,-14.2372077841498
1.57542,0,-60,-6.68031872797583,-12.5826260741335
1.57542,0,-50,-4.66802960615645,-11.4228890301563
1.57542,0,-40,-3.43454663580134,-11.0698780106708
1.57542,0,-30,-3.32753109503169,-11.7730887958389
1.57542,0,-20,-4.86555497930554,-13.8914128878364
1.57542,0,-10,-9.42851778960501,-18.8945172439322
1.57542,0,0,-31.1639963397235,-47.7601368379
1.57542,0,10,-10.6331570076244,-18.5768138194918
1.57542,0,20,-5.43891926111765,-13.5713346546086
1.57542,0,30,-3.69050678483941,-11.5561862297922
1.57542,0,40,-3.69987269743508,-11.0028121107835
1.57542,0,50,-4.88130253771595,-11.4634275389098
1.57542,0,60,-6.8625722680556,-12.6695334018402
1.57542,0,70,-9.30037549116845,-14.3321038095291
1.57542,0,80,-11.8382217917655,-16.1554772726262
1.57542,0,90,-14.1257521811712,-17.8987444554578
1.57542,0,100,-15.8818599061075,-19.4188279146706
1.57542,0,110,-16.9954703100958,-20.6850871378367
1.57542,0,120,-17.6797560074201,-21.8651620639486
1.57542,0,130,-18.6046737786362,-23.6573455420818
1.57542,0,140,-20.8052388301463,-27.7518756322519
1.57542,0,150,-25.0119919564739,-32.8668110701384
1.57542,0,160,-27.6687728391108,-28.11217955123
1.57542,0,170,-29.3388792328382,-29.1625409107051
1.57542,0,180,-44.311828734994,-38.4321195976045
