"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-37.1974756867519,-51.3452538786295
1.57542,0,-170,-24.7216615882502,-26.7604210946246
1.57542,0,-160,-21.0275045506069,-23.9204588781312
1.57542,0,-150,-19.4338669749832,-23.5631161398397
1.57542,0,-140,-17.7524667238735,-21.77416728098
1.57542,0,-130,-16.7100280833054,-20.2927811582905
1.57542,0,-120,-16.4238921081651,-19.7643544925702
1.57542,0,-110,-16.2884682426345,-19.371695394401
1.57542,0,-100,-15.6986226965812,-18.4304755250645
1.57542,0,-90,-14.380577729676,-16.8093204495952
1.57542,0,-80,-12.396684123327,-14.694085484188
1.57542,0,-70,-10.0248233955,-12.372791316055
1.57542,0,-60,-7.64902838055028,-10.1805885900096
1.57542,0,-50,-5.67095909843743,-8.45741866621371
1.57542,0,-40,-4.46176664721774,-7.50856098002463
1.57542,0,-30,-4.39398046187934,-7.63292983680182
1.57542,0,-20,-6.03697072336808,-9.35280778249518
1.57542,0,-10,-11.0155704971123,-14.3539910972407
1.57542,0,0,-34.355258890078,-31.0552407405158
1.57542,0,10,-10.4149832739606,-13.1600443315153
1.57542,0,20,-5.80833330101676,-8.66935123001633
1.57542,0,30,-4.33149554210716,-7.17550266805202
1.57542,0,40,-4.51536001363662,-7.24942645941682
1.57542,0,50,-5.81220281795154,-8.37934608699286
1.57542,0,60,-7.85063349691001,-10.2491820870017
1.57542,0,70,-10.2655835358365,-12.5512336175789
1.57542,0,80,-12.676032570303,-14.9509911500176
1.57542,0,90,-14.7254775224212,-17.1096232535308
1.57542,0,100,-16.1446713702683,-18.7298649305037
1.57542,0,110,-16.8403280162706,-19.6239401878752
1.57542,0,120,-17.0478413331497,-19.9090332903272
1.57542,0,130,-17.3888784842562,-20.2544411268389
1.57542,0,140,-18.5250637877582,-21.5825996104224
1.57542,0,150,-20.2619329030112,-23.7361874146826
1.57542,0,160,-21.5489668039318,-24.6220317054085
1.57542,0,170,-24.7561089351318,-27.3496570878602
1.57542,0,180,-37.1974756867519,-51.3452538786295
