"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-46.3417886826812,-29.9623268189375
1.57542,0,-170,-37.759213910027,-32.4294329370848
1.57542,0,-160,-29.2890512750032,-41.9748027273267
1.57542,0,-150,-25.6808558317702,-37.6978144774466
1.57542,0,-140,-24.6349808557598,-31.0969233439208
1.57542,0,-130,-24.5485013418955,-26.3058198179029
1.57542,0,-120,-24.3214693619887,-23.1362554108854
1.57542,0,-110,-23.6092510345107,-21.0296471085488
1.57542,0,-100,-22.5387036171338,-19.4006326258005
1.57542,0,-90,-21.1348678433961,-17.9346600363426
1.57542,0,-80,-19.05235241495,-16.5881280936228
1.57542,0,-70,-15.8684504033102,-15.5018309707363
1.57542,0,-60,-11.8057599939946,-14.9193504480518
1.57542,0,-50,-7.57919907312766,-15.1353242234052
1.57542,0,-40,-3.74641129148664,-16.4792331596355
1.57542,0,-30,-0.600816369779817,-19.3831005476835
1.57542,0,-20,1.71667039336802,-24.7109404219719
1.57542,0,-10,3.1411664172101,-34.8064481991321
1.57542,0,0,3.64497259905117,-40.5210417214565
1.57542,0,10,3.22008639589995,-34.3942399975724
1.57542,0,20,1.87290984043569,-25.5423433782858
1.57542,0,30,-0.372803945357912,-20.2161664529974
1.57542,0,40,-3.45865090837959,-17.1965830342548
1.57542,0,50,-7.25277764362754,-15.7227402359233
1.57542,0,60,-11.4787959106771,-15.4037016731424
1.57542,0,70,-15.6114858062237,-15.9273867054403
1.57542,0,80,-18.9490545249431,-17.0058403886237
1.57542,0,90,-21.1980519852205,-18.3991038560545
1.57542,0,100,-22.7034101293915,-19.9609473175876
1.57542,0,110,-23.7789077299334,-21.703860861136
1.57542,0,120,-24.3683924814586,-23.8587779042538
1.57542,0,130,-24.3637112853437,-26.7684410981706
1.57542,0,140,-24.2289372975015,-30.3142776299306
1.57542,0,150,-25.113486504124,-34.5674002802483
1.57542,0,160,-28.544905452553,-46.2397340461397
1.57542,0,170,-36.9054948661236,-33.6180666622295
1.57542,0,180,-46.3417886826811,-29.9623268189375
