"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-44.3952689987985,-35.9715402105556
1.57542,0,-170,-36.9603234263649,-38.4478112158554
1.57542,0,-160,-30.0580078854441,-39.5544559584981
1.57542,0,-150,-26.3746427293481,-32.6367188617459
1.57542,0,-140,-24.4549931722813,-27.9214264131403
1.57542,0,-130,-23.221219244313,-24.4803964949082
1.57542,0,-120,-22.1362777230879,-22.0608118628829
1.57542,0,-110,-21.0065270281349,-20.3007438601215
1.57542,0,-100,-19.7576884885991,-18.8264307245364
1.57542,0,-90,-18.2807939332053,-17.4420684304661
1.57542,0,-80,-16.3597430038947,-16.1533664146691
1.57542,0,-70,-13.7613858998631,-15.1146508712396
1.57542,0,-60,-10.5030710548359,-14.577347905775
1.57542,0,-50,-6.94638326197578,-14.8648315088962
1.57542,0,-40,-3.54425179825916,-16.3864412008864
1.57542,0,-30,-0.635984226497864,-19.7447117782734
1.57542,0,-20,1.56615075470357,-26.1913161029293
1.57542,0,-10,2.93304566714217,-38.7013829989649
1.57542,0,0,3.39183806535013,-39.195581758835
1.57542,0,10,2.91798824514845,-41.4713163656889
1.57542,0,20,1.53068536744503,-25.8631291669843
1.57542,0,30,-0.710115192056307,-19.5277439375285
1.57542,0,40,-3.68845802204539,-16.237437822607
1.57542,0,50,-7.18685332848027,-14.764593416073
1.57542,0,60,-10.8281292989633,-14.5402744712572
1.57542,0,70,-14.0994727450252,-15.1692877294859
1.57542,0,80,-16.6117754154635,-16.3389546254939
1.57542,0,90,-18.3829515531315,-17.8091205602999
1.57542,0,100,-19.6900305803454,-19.4290775686637
1.57542,0,110,-20.7717107905219,-21.1788531994381
1.57542,0,120,-21.7596246040878,-23.223220034032
1.57542,0,130,-22.7838294976864,-25.880242915698
1.57542,0,140,-24.1474154993387,-29.3036469067214
1.57542,0,150,-26.4991632534854,-33.3460648115707
1.57542,0,160,-31.0199186852364,-40.1197703231415
1.57542,0,170,-39.4914921253439,-40.7088147173996
1.57542,0,180,-44.3952689987985,-35.9715402105556
