"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-42.5423773744053,-37.1861788510266
1.57542,0,-170,-24.1648782442272,-28.2034453381603
1.57542,0,-160,-20.7510166872635,-26.4543026670368
1.57542,0,-150,-19.4684158964215,-24.0259432953111
1.57542,0,-140,-18.2451863628397,-20.1730188114994
1.57542,0,-130,-17.7003546449319,-18.0613058561194
1.57542,0,-120,-17.8935522955853,-17.0901571929036
1.57542,0,-110,-18.0994839708455,-16.3376103537391
1.57542,0,-100,-17.5891747309106,-15.2840271766839
1.57542,0,-90,-16.1237821653937,-13.7763313425128
1.57542,0,-80,-13.8787385846856,-11.8808723806497
1.57542,0,-70,-11.2058422755115,-9.81887420817201
1.57542,0,-60,-8.52086469922513,-7.90741990822413
1.57542,0,-50,-6.22409048264425,-6.48687430493179
1.57542,0,-40,-4.66646728322512,-5.87893666842522
1.57542,0,-30,-4.20606477838619,-6.41511003444597
1.57542,0,-20,-5.39349753041876,-8.64664701528557
1.57542,0,-10,-9.62257296345545,-14.3816168545619
1.57542,0,0,-28.3532625616049,-29.2166949645233
1.57542,0,10,-11.4310134872274,-12.3148929600291
1.57542,0,20,-6.34367260883194,-7.91947271990594
1.57542,0,30,-4.84206034616759,-6.23904559386552
1.57542,0,40,-5.10392481681668,-6.04023380760635
1.57542,0,50,-6.51268664925678,-6.90407763601297
1.57542,0,60,-8.69757966768711,-8.55044012368426
1.57542,0,70,-11.3075274447555,-10.6734211883263
1.57542,0,80,-13.9552568621239,-12.9262523542499
1.57542,0,90,-16.2406788864598,-14.9708219830598
1.57542,0,100,-17.8104385980997,-16.5564911868135
1.57542,0,110,-18.4793242727904,-17.5815904138907
1.57542,0,120,-18.4793047058489,-18.177078024784
1.57542,0,130,-18.5191068605572,-18.8927594629839
1.57542,0,140,-19.2518417718172,-20.6806319428687
1.57542,0,150,-20.3759312061486,-24.1055994113943
1.57542,0,160,-21.3573061711569,-26.747053577664
1.57542,0,170,-25.0429240252294,-29.5193300504407
1.57542,0,180,-42.5423773744053,-37.1861788510265
