"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-25.8898579896021,-38.1455374169243
1.57542,0,-170,-27.3702266002548,-44.3040927155208
1.57542,0,-160,-27.2903696082393,-31.8420475965017
1.57542,0,-150,-26.676019094356,-28.5084614556923
1.57542,0,-140,-26.7866126766718,-27.7014001592298
1.57542,0,-130,-24.7154588236879,-26.1277214752323
1.57542,0,-120,-21.8862687564943,-24.0726635316682
1.57542,0,-110,-19.6656395316038,-22.3855750894928
1.57542,0,-100,-17.8821150343146,-20.9678099347452
1.57542,0,-90,-16.3728626139293,-19.7083507937311
1.57542,0,-80,-15.2219021070412,-18.7389796709539
1.57542,0,-70,-14.7531114222101,-18.3927946961811
1.57542,0,-60,-15.7015990845036,-19.2264453666466
1.57542,0,-50,-20.4587407586748,-22.0257309216651
1.57542,0,-40,-26.1522259038945,-23.3958650737233
1.57542,0,-30,-11.9510206864994,-17.3973345176492
1.57542,0,-20,-6.24644327390397,-12.8871747291461
1.57542,0,-10,-3.36274741404277,-10.4033219874867
1.57542,0,0,-2.44758183315783,-9.6505164313489
1.57542,0,10,-3.30091579468086,-10.6949547391519
1.57542,0,20,-6.00310915498498,-13.853269124572
1.57542,0,30,-11.1202604208653,-20.0590883996482
1.57542,0,40,-21.5173122400857,-25.9215229651559
1.57542,0,50,-23.9629325749701,-20.3866702242531
1.57542,0,60,-17.705054484824,-17.7631833023626
1.57542,0,70,-16.3608896660454,-17.0695141976253
1.57542,0,80,-16.638923298254,-17.3596588086872
1.57542,0,90,-17.6266604707074,-18.1596815919624
1.57542,0,100,-18.9692485818003,-19.2142517599483
1.57542,0,110,-20.6766755127303,-20.4801745826168
1.57542,0,120,-23.1860950766573,-22.1969460272776
1.57542,0,130,-27.5609913703266,-24.7582430677808
1.57542,0,140,-36.8025516077442,-27.8456966759206
1.57542,0,150,-42.7306905431426,-30.183993764742
1.57542,0,160,-31.8888896645954,-33.9695267424205
1.57542,0,170,-27.010130231993,-38.2785167572398
1.57542,0,180,-25.8898579896021,-38.1455374169243
