"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.7086223278117,-41.1328547473157
1.57542,0,-170,-29.8446177410523,-37.4023125666223
1.57542,0,-160,-28.5108209012607,-28.6553699734293
1.57542,0,-150,-27.0537599443429,-26.0321138779392
1.57542,0,-140,-28.1644021943611,-25.4607028807298
1.57542,0,-130,-27.822991014171,-23.7861293835907
1.57542,0,-120,-24.8609385167348,-21.4714348025555
1.57542,0,-110,-22.2761381729124,-19.6207915568204
1.57542,0,-100,-20.2550612061649,-18.1884443432922
1.57542,0,-90,-18.5221384285119,-17.0150220408447
1.57542,0,-80,-17.0974453830936,-16.1510168675772
1.57542,0,-70,-16.3198747528919,-15.8831119938801
1.57542,0,-60,-16.9911182770619,-16.810524914778
1.57542,0,-50,-21.7008686469861,-20.167271824353
1.57542,0,-40,-26.0997780220434,-23.4585714800797
1.57542,0,-30,-12.167552315933,-15.7640875572436
1.57542,0,-20,-6.41413523851202,-10.9609652300885
1.57542,0,-10,-3.45160385262405,-8.67422173308178
1.57542,0,0,-2.46137756839576,-8.17041719081396
1.57542,0,10,-3.26494418784826,-9.2295248105194
1.57542,0,20,-5.96127320514532,-11.930452243814
1.57542,0,30,-11.1539952019113,-16.9642457848852
1.57542,0,40,-22.1882593959035,-28.3955506925094
1.57542,0,50,-23.7957538509925,-26.0537589473977
1.57542,0,60,-17.4435251165196,-20.0545260035599
1.57542,0,70,-16.1268068015333,-18.3672797286037
1.57542,0,80,-16.3835685820783,-18.2864485988001
1.57542,0,90,-17.2618456458516,-19.0350604329296
1.57542,0,100,-18.3597780028603,-20.3006675686517
1.57542,0,110,-19.6196555366844,-22.050748002265
1.57542,0,120,-21.3055154071021,-24.5944519982789
1.57542,0,130,-23.9104658694031,-28.4679321261327
1.57542,0,140,-27.908143438467,-31.682126146074
1.57542,0,150,-33.3759382259262,-31.3159158430299
1.57542,0,160,-33.8461005201936,-34.2099825426368
1.57542,0,170,-28.7305064903855,-41.5929267992488
1.57542,0,180,-27.7086223278116,-41.1328547473157
