"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-42.2228094670257,-36.1462258412295
1.57542,0,-170,-24.8181306007551,-27.6893216835174
1.57542,0,-160,-20.8742659994177,-26.3077687682273
1.57542,0,-150,-19.2161112414241,-27.8687601313324
1.57542,0,-140,-17.7257713970374,-24.9266352669995
1.57542,0,-130,-16.892981397185,-22.3060491128597
1.57542,0,-120,-16.7624603667202,-21.0448977631774
1.57542,0,-110,-16.7356801872154,-20.0201245190256
1.57542,0,-100,-16.1823283252434,-18.6690857990377
1.57542,0,-90,-14.8036110906786,-16.9151579973584
1.57542,0,-80,-12.6853994197111,-14.8544181737177
1.57542,0,-70,-10.1556835906783,-12.6904454373731
1.57542,0,-60,-7.62801602457446,-10.714301631904
1.57542,0,-50,-5.49842828254999,-9.24357255003281
1.57542,0,-40,-4.11325840980243,-8.56611689170885
1.57542,0,-30,-3.81905004095166,-8.94766388066512
1.57542,0,-20,-5.14242873056218,-10.8464112633515
1.57542,0,-10,-9.45572290208269,-15.8388549870231
1.57542,0,0,-28.7600829939334,-31.6350149044657
1.57542,0,10,-11.0464465253621,-14.9661804317245
1.57542,0,20,-5.82357415240077,-10.2322166927218
1.57542,0,30,-4.1774424167289,-8.43274559076015
1.57542,0,40,-4.33239017812683,-8.15367590848181
1.57542,0,50,-5.66886692210515,-8.9206707608748
1.57542,0,60,-7.78641479845389,-10.4413647515727
1.57542,0,70,-10.3083924179343,-12.4266220472503
1.57542,0,80,-12.8380333880633,-14.5677205712456
1.57542,0,90,-14.9799919162825,-16.5668225563125
1.57542,0,100,-16.4136284527339,-18.1857317642766
1.57542,0,110,-17.0352947004922,-19.2963229534637
1.57542,0,120,-17.1403075315199,-20.0317735535927
1.57542,0,130,-17.3960881401727,-21.0610549116499
1.57542,0,140,-18.407751687138,-23.4448028182766
1.57542,0,150,-19.9000480386804,-26.4190995928854
1.57542,0,160,-21.1125501097621,-25.7335547222105
1.57542,0,170,-24.5443735604761,-27.3836584944365
1.57542,0,180,-42.2228094670257,-36.1462258412294
