"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-42.8608265246902,-58.2824608738561
1.57542,0,-170,-28.9529268679942,-29.4193466129358
1.57542,0,-160,-26.3848577085985,-28.609343709276
1.57542,0,-150,-24.970176016004,-31.4235277800975
1.57542,0,-140,-21.8785091136157,-25.2233420338414
1.57542,0,-130,-19.952810788554,-21.7025421357622
1.57542,0,-120,-19.1464723062094,-20.1745902615804
1.57542,0,-110,-18.5315257210493,-19.1376316867249
1.57542,0,-100,-17.4630699343055,-17.8868310912499
1.57542,0,-90,-15.7400954193513,-16.2397059362721
1.57542,0,-80,-13.4489543183367,-14.2559376221164
1.57542,0,-70,-10.8455386040627,-12.1309454041264
1.57542,0,-60,-8.28607880354466,-10.1636062031593
1.57542,0,-50,-6.14950180122054,-8.71004829111898
1.57542,0,-40,-4.79166333922649,-8.13319223458421
1.57542,0,-30,-4.57819370267934,-8.79076271632765
1.57542,0,-20,-6.06844326811358,-11.184941324152
1.57542,0,-10,-10.8041016641927,-16.9285455618958
1.57542,0,0,-55.3875137867146,-32.9747427449992
1.57542,0,10,-10.9010400153163,-15.0348824778897
1.57542,0,20,-6.11413093058498,-10.1721952666803
1.57542,0,30,-4.59934930832537,-8.09417814493074
1.57542,0,40,-4.78390080307003,-7.61282211030548
1.57542,0,50,-6.09619039921285,-8.29198137667639
1.57542,0,60,-8.16718395232587,-9.79804102738198
1.57542,0,70,-10.6525421141332,-11.7914189161926
1.57542,0,80,-13.1992366556402,-13.9400668195412
1.57542,0,90,-15.4749139157442,-15.9658796853838
1.57542,0,100,-17.2288415967769,-17.6865182281765
1.57542,0,110,-18.3657353931181,-19.0260532493814
1.57542,0,120,-19.0707677143284,-20.0824381024009
1.57542,0,130,-19.9761427499766,-21.4274369413066
1.57542,0,140,-22.0818823807974,-24.3661837018727
1.57542,0,150,-25.7335547984887,-29.6210004421122
1.57542,0,160,-27.3524339295776,-28.7229543424248
1.57542,0,170,-29.4479969075331,-29.5686573583918
1.57542,0,180,-42.8608265246902,-58.282460873856
