"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.9694806747747,-29.0369209335841
1.57542,0,-170,-28.9302443729283,-24.7719379782685
1.57542,0,-160,-22.0862089324959,-23.3311937025443
1.57542,0,-150,-19.2313225205019,-24.4157511857351
1.57542,0,-140,-17.5243043352316,-21.8564295264979
1.57542,0,-130,-16.5915604358622,-18.4959889454701
1.57542,0,-120,-16.3280903803453,-16.3648234382371
1.57542,0,-110,-16.2060779777541,-14.7802717218346
1.57542,0,-100,-15.5675557952249,-13.2395194894895
1.57542,0,-90,-14.0080313714152,-11.5802281149393
1.57542,0,-80,-11.590625283257,-9.82867167767859
1.57542,0,-70,-8.72233783689539,-8.11413485210507
1.57542,0,-60,-5.87776591520821,-6.62588917634258
1.57542,0,-50,-3.44359565587138,-5.58003529855171
1.57542,0,-40,-1.69446700680408,-5.19608275753163
1.57542,0,-30,-0.811474432320525,-5.67335893216379
1.57542,0,-20,-0.889038047367867,-7.08583382474465
1.57542,0,-10,-1.82655563238091,-8.76606990226312
1.57542,0,0,-2.90782729584985,-8.77978992307983
1.57542,0,10,-2.87303287728921,-7.67777098190244
1.57542,0,20,-1.96636165196004,-7.4513282272566
1.57542,0,30,-1.40252208377873,-8.52458504776483
1.57542,0,40,-1.66152950819463,-10.7986497182051
1.57542,0,50,-2.72230931521445,-14.304861621887
1.57542,0,60,-4.38513728990126,-19.3672494529594
1.57542,0,70,-6.38566197793956,-26.8732198120502
1.57542,0,80,-8.45506736553704,-36.991177960348
1.57542,0,90,-10.3696593748812,-34.3953221954646
1.57542,0,100,-11.9927315929914,-33.433222265686
1.57542,0,110,-13.2955368140875,-34.9921808854335
1.57542,0,120,-14.386009513052,-33.4321738890678
1.57542,0,130,-15.6611232479703,-29.7173193048268
1.57542,0,140,-18.0336770325593,-28.3483653999757
1.57542,0,150,-22.7346225480914,-27.9976835181154
1.57542,0,160,-25.3193343007113,-26.1761014940594
1.57542,0,170,-23.7419903937487,-26.5675406787906
1.57542,0,180,-27.9694806747747,-29.036920933584
