"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-40.610064073387,-37.1931747541768
1.57542,0,-170,-36.6061764551235,-38.9398300503161
1.57542,0,-160,-30.1498718334363,-36.5219872843304
1.57542,0,-150,-26.0509552442294,-31.8838416836882
1.57542,0,-140,-23.7649039366648,-27.9930671401116
1.57542,0,-130,-22.4318519425428,-24.6098479121918
1.57542,0,-120,-21.4847342929323,-22.1015493064539
1.57542,0,-110,-20.5779878928226,-20.2666630827799
1.57542,0,-100,-19.524685944584,-18.7489604672164
1.57542,0,-90,-18.1864840604527,-17.3428884345766
1.57542,0,-80,-16.359191110699,-16.0420643613439
1.57542,0,-70,-13.8179667022504,-14.9954149769811
1.57542,0,-60,-10.5742471012532,-14.4551052616741
1.57542,0,-50,-6.99588999229659,-14.7469280703123
1.57542,0,-40,-3.5617443174461,-16.2865333141
1.57542,0,-30,-0.632961137175301,-19.7136228834506
1.57542,0,-20,1.5744749064798,-26.4856326775887
1.57542,0,-10,2.94014792559986,-37.8881407764872
1.57542,0,0,3.39874961530762,-33.7272179368775
1.57542,0,10,2.92503190444534,-35.6628057702783
1.57542,0,20,1.53313898860325,-26.1648517721559
1.57542,0,30,-0.718087855270813,-19.7461827098736
1.57542,0,40,-3.70635176161717,-16.4152444240297
1.57542,0,50,-7.20526324516267,-14.9433142530448
1.57542,0,60,-10.8361731418467,-14.7280635450061
1.57542,0,70,-14.0987569633937,-15.3539637665566
1.57542,0,80,-16.6276003559205,-16.489739801648
1.57542,0,90,-18.4674204132738,-17.8842929106688
1.57542,0,100,-19.913753573586,-19.4009366375884
1.57542,0,110,-21.2068044333034,-21.0718558797805
1.57542,0,120,-22.4507559898572,-23.1476211777816
1.57542,0,130,-23.6760864627369,-26.0665783158345
1.57542,0,140,-24.977305484157,-30.0883195028415
1.57542,0,150,-26.8006467422126,-34.3511076849184
1.57542,0,160,-30.1751458345315,-38.6738026778894
1.57542,0,170,-36.1430093025628,-39.598618435665
1.57542,0,180,-40.610064073387,-37.1931747541768
