"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-29.1121353646261,-32.9340234568212
1.57542,0,-170,-28.9007887247379,-26.3424553384481
1.57542,0,-160,-22.299816758914,-24.755498598233
1.57542,0,-150,-19.5890438674627,-25.8503485002849
1.57542,0,-140,-17.8409094662279,-22.2112409198858
1.57542,0,-130,-16.8120913449938,-18.5927981879666
1.57542,0,-120,-16.4770616384423,-16.4481645036882
1.57542,0,-110,-16.3054733384809,-14.8898275860409
1.57542,0,-100,-15.6240278053809,-13.3800022734393
1.57542,0,-90,-14.0213162723666,-11.7402942845051
1.57542,0,-80,-11.562615054048,-9.99063361773087
1.57542,0,-70,-8.65990594319762,-8.26342959680667
1.57542,0,-60,-5.79106254033438,-6.75813527023031
1.57542,0,-50,-3.34359313722724,-5.70467406567836
1.57542,0,-40,-1.59339967693043,-5.33178044444095
1.57542,0,-30,-0.726633908976881,-5.82665123458556
1.57542,0,-20,-0.840673512698274,-7.19979095872978
1.57542,0,-10,-1.80741595711601,-8.67265106739253
1.57542,0,0,-2.8161501223519,-8.52019628714496
1.57542,0,10,-2.62013568749868,-7.50806784075584
1.57542,0,20,-1.65995421006763,-7.41060414206748
1.57542,0,30,-1.12877223050403,-8.6081186009402
1.57542,0,40,-1.43604833397049,-11.0364409746385
1.57542,0,50,-2.53598433434543,-14.7895555951215
1.57542,0,60,-4.22013732558674,-20.3732835939902
1.57542,0,70,-6.21805174752882,-29.7175553418646
1.57542,0,80,-8.25714054890384,-45.5990790133737
1.57542,0,90,-10.1137352205825,-33.2992462198171
1.57542,0,100,-11.6539717902971,-32.9509633580959
1.57542,0,110,-12.8530823212544,-37.8774488187069
1.57542,0,120,-13.8234142851131,-43.8234032362825
1.57542,0,130,-14.9610939122182,-33.4649793987171
1.57542,0,140,-17.1595111946881,-30.5578784488369
1.57542,0,150,-21.7969613288137,-28.9320818925783
1.57542,0,160,-26.2677639879366,-26.6826337118647
1.57542,0,170,-24.8244808665133,-27.84890337013
1.57542,0,180,-29.1121353646261,-32.9340234568212
