"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.8227199595918,-35.1671363688664
1.57542,0,-170,-28.3484562215559,-34.964785309086
1.57542,0,-160,-34.5288221532948,-34.7899608382642
1.57542,0,-150,-39.8277404366353,-31.9038906025506
1.57542,0,-140,-31.8512566260372,-28.483626315301
1.57542,0,-130,-26.3720901206495,-24.4366786243818
1.57542,0,-120,-23.1524260567556,-21.5727592255902
1.57542,0,-110,-21.2671582403234,-19.7468826010818
1.57542,0,-100,-20.0036869442247,-18.4478103575223
1.57542,0,-90,-18.9922208231047,-17.4315960144132
1.57542,0,-80,-18.2483504192067,-16.7429000619921
1.57542,0,-70,-18.1917086094462,-16.667908294077
1.57542,0,-60,-19.9214393234183,-17.8448674301452
1.57542,0,-50,-27.2549526227133,-22.0724207543804
1.57542,0,-40,-19.644735493034,-31.9996431770272
1.57542,0,-30,-10.8809652909853,-17.277749018862
1.57542,0,-20,-6.1246558300934,-11.358253954746
1.57542,0,-10,-3.58222891074059,-8.29224552542567
1.57542,0,0,-2.86252935251254,-7.02720212010342
1.57542,0,10,-3.9439584664716,-7.30773317626112
1.57542,0,20,-7.0737012885222,-9.15856985878802
1.57542,0,30,-13.2836993790901,-12.9133053260553
1.57542,0,40,-31.3288119898085,-19.3216392109558
1.57542,0,50,-19.7868175957197,-23.2357348256395
1.57542,0,60,-15.9142135000636,-19.4882442572388
1.57542,0,70,-15.3556288793825,-17.859055084734
1.57542,0,80,-16.081808772201,-17.7916750660527
1.57542,0,90,-17.3807985301467,-18.5589690108367
1.57542,0,100,-18.9266246213815,-19.8440276550506
1.57542,0,110,-20.6822921206922,-21.6426532057356
1.57542,0,120,-22.9575208145078,-24.3057371169313
1.57542,0,130,-26.3064083892071,-28.2999996112351
1.57542,0,140,-29.7834591975366,-30.66401923123
1.57542,0,150,-29.8552440456549,-29.4389425448555
1.57542,0,160,-29.8355207352992,-32.0116524568711
1.57542,0,170,-28.6333389110445,-44.0789991978397
1.57542,0,180,-26.8227199595918,-35.1671363688664
