"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-41.4075482506081,-28.7742390016248
1.57542,0,-170,-41.1728587435877,-30.98988623101
1.57542,0,-160,-28.8016779847224,-38.7403016211271
1.57542,0,-150,-25.1170204992647,-34.0083113885589
1.57542,0,-140,-24.9639170095606,-29.969469629941
1.57542,0,-130,-26.5015048221254,-26.9281208680325
1.57542,0,-120,-27.9293484564292,-24.3621011873153
1.57542,0,-110,-27.8924902864785,-22.3787003774538
1.57542,0,-100,-26.724424691325,-20.6808446781517
1.57542,0,-90,-24.9105624034278,-19.0528697569963
1.57542,0,-80,-21.9197793648942,-17.5051513700751
1.57542,0,-70,-17.4300499789713,-16.2005240957569
1.57542,0,-60,-12.3570008229737,-15.3788128748434
1.57542,0,-50,-7.59671889132256,-15.3206049113291
1.57542,0,-40,-3.54241225038034,-16.3547345498815
1.57542,0,-30,-0.343503268984068,-18.9903743684086
1.57542,0,-20,1.94713767918244,-24.4436486431294
1.57542,0,-10,3.32100597846151,-36.5792755419507
1.57542,0,0,3.78569272570362,-37.0192988104983
1.57542,0,10,3.34936490627094,-46.0601124309693
1.57542,0,20,2.0169676874312,-25.6234143023102
1.57542,0,30,-0.205945484014263,-19.458688366369
1.57542,0,40,-3.29912212053571,-16.5352159231539
1.57542,0,50,-7.19919509657256,-15.2976137331327
1.57542,0,60,-11.7460339891778,-15.1607004104482
1.57542,0,70,-16.5534060485529,-15.7853811610754
1.57542,0,80,-20.8143978447611,-16.8973028801834
1.57542,0,90,-23.675916917105,-18.2617010473366
1.57542,0,100,-25.2373802350888,-19.7188671186216
1.57542,0,110,-25.9168306954094,-21.2660998286622
1.57542,0,120,-25.6091091695648,-23.1461615785124
1.57542,0,130,-24.4439100872185,-25.7514576325311
1.57542,0,140,-23.4325396491321,-29.0824025203567
1.57542,0,150,-23.954518820588,-33.1700295216126
1.57542,0,160,-27.6132981866914,-42.728181280775
1.57542,0,170,-37.0511403928989,-32.6398457500602
1.57542,0,180,-41.4075482506081,-28.7742390016248
