"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.6479647550479,-35.8020722692419
1.57542,0,-170,-28.0833395572406,-41.430309436919
1.57542,0,-160,-27.7709796960897,-31.3702493833684
1.57542,0,-150,-26.8912673245041,-27.8916771054229
1.57542,0,-140,-27.2157364289102,-27.400654289351
1.57542,0,-130,-25.5228165538837,-26.1221176669245
1.57542,0,-120,-22.6520563448915,-23.8304078818539
1.57542,0,-110,-20.3632397643136,-21.8383396112186
1.57542,0,-100,-18.5490764903527,-20.2706026435094
1.57542,0,-90,-16.9869172832615,-19.0532218493994
1.57542,0,-80,-15.7308424617612,-18.2942486283298
1.57542,0,-70,-15.118927011688,-18.3229724989282
1.57542,0,-60,-15.9159225295915,-19.784866110418
1.57542,0,-50,-20.547876486616,-23.4205021121844
1.57542,0,-40,-26.8624151723205,-21.9148732811162
1.57542,0,-30,-11.9836299755587,-15.76018080761
1.57542,0,-20,-6.18083174047881,-12.1282616750419
1.57542,0,-10,-3.23404257664021,-10.4589086351647
1.57542,0,0,-2.27435127197806,-10.3933587903168
1.57542,0,10,-3.10907345407856,-11.9717552325121
1.57542,0,20,-5.83787344925307,-15.6521987222418
1.57542,0,30,-11.0849434225528,-23.5778305150336
1.57542,0,40,-22.3243728930328,-32.9301522975931
1.57542,0,50,-23.6715660367358,-21.2890631985229
1.57542,0,60,-17.4670682493145,-18.3357558754007
1.57542,0,70,-16.2720665073469,-17.6198882232577
1.57542,0,80,-16.6507834615482,-17.9824488264358
1.57542,0,90,-17.6617424652403,-18.9337113398215
1.57542,0,100,-18.9217032837647,-20.2357754314765
1.57542,0,110,-20.4201863306597,-21.8627121735893
1.57542,0,120,-22.5530148584413,-24.068736508479
1.57542,0,130,-26.1906809643636,-27.1823566055299
1.57542,0,140,-33.0524039549443,-29.910092093043
1.57542,0,150,-44.6686060564617,-30.7097437972774
1.57542,0,160,-33.6138091093036,-33.925085620528
1.57542,0,170,-28.0115778094383,-37.0608177343107
1.57542,0,180,-26.6479647550479,-35.8020722692419
