"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-53.6488229262194,-37.2186018590259
1.57542,0,-170,-29.6883770102748,-29.3861861431079
1.57542,0,-160,-27.5000430094902,-28.562988066705
1.57542,0,-150,-26.1079080259692,-27.99449529514
1.57542,0,-140,-22.8262544115728,-23.0899616132845
1.57542,0,-130,-20.9228475208172,-20.3902393225926
1.57542,0,-120,-20.1289483754387,-19.1748161961513
1.57542,0,-110,-19.3969935919846,-18.2948282626159
1.57542,0,-100,-18.0873323192707,-17.1584739190674
1.57542,0,-90,-16.0796725673171,-15.609746387726
1.57542,0,-80,-13.5351396318375,-13.7236324330499
1.57542,0,-70,-10.7458609586018,-11.7126641097717
1.57542,0,-60,-8.06319419562351,-9.8706599353218
1.57542,0,-50,-5.84514397831708,-8.5233279235928
1.57542,0,-40,-4.44043942889448,-8.00326171880795
1.57542,0,-30,-4.22857231572811,-8.65420859526518
1.57542,0,-20,-5.79699662780986,-10.9410064649549
1.57542,0,-10,-10.7856703425172,-16.1430306284044
1.57542,0,0,-34.805474975295,-37.5861922930235
1.57542,0,10,-10.1720174788144,-17.263040618064
1.57542,0,20,-5.66601432149538,-11.7223033098315
1.57542,0,30,-4.29887733471466,-9.32134781978822
1.57542,0,40,-4.60530869752015,-8.61457007755603
1.57542,0,50,-6.04079698880554,-9.15497011819522
1.57542,0,60,-8.24650450504242,-10.6104847397737
1.57542,0,70,-10.87099802709,-12.6279292951232
1.57542,0,80,-13.5396966095991,-14.8360326333036
1.57542,0,90,-15.9059509968251,-16.8918076117244
1.57542,0,100,-17.7349906350707,-18.5523358484771
1.57542,0,110,-18.9656045031044,-19.7393665805951
1.57542,0,120,-19.791867569919,-20.6414870717626
1.57542,0,130,-20.8294073474644,-21.9670727922427
1.57542,0,140,-23.0961604986562,-25.1801716651342
1.57542,0,150,-26.8979037403423,-31.1608034349578
1.57542,0,160,-28.2463164603571,-28.9160667011908
1.57542,0,170,-30.486436313036,-29.2130222960157
1.57542,0,180,-53.6488229262197,-37.2186018590259
