"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.0758831753626,-43.2737983203145
1.57542,0,-170,-24.3933480536237,-30.2670668616801
1.57542,0,-160,-25.7198940411676,-29.4714761673456
1.57542,0,-150,-20.8497353353658,-28.0010461600006
1.57542,0,-140,-16.6056022865457,-25.1103116651746
1.57542,0,-130,-14.6610548923558,-24.5091482651818
1.57542,0,-120,-13.6892811899005,-25.044958073538
1.57542,0,-110,-12.829045858875,-25.1053915088653
1.57542,0,-100,-11.6891496907606,-24.392095857165
1.57542,0,-90,-10.1594171196373,-23.4052384318527
1.57542,0,-80,-8.27374377694459,-22.1274353510367
1.57542,0,-70,-6.17503669283633,-19.9712187348214
1.57542,0,-60,-4.09093623670916,-16.8455131316912
1.57542,0,-50,-2.29619390774134,-13.6176751513922
1.57542,0,-40,-1.06724345771309,-10.9912092710028
1.57542,0,-30,-0.626269523716002,-9.16393083627335
1.57542,0,-20,-1.04331420529279,-8.1755237240841
1.57542,0,-10,-1.95456775117279,-8.17948246466725
1.57542,0,0,-2.23197531601625,-9.155128297129
1.57542,0,10,-1.38264479228403,-9.97618647954365
1.57542,0,20,-0.557429396718296,-9.18122421724334
1.57542,0,30,-0.551887007718999,-7.82903232109795
1.57542,0,40,-1.48414474490179,-7.13273824242877
1.57542,0,50,-3.24293020263638,-7.32351545473003
1.57542,0,60,-5.63115627281051,-8.27706552409371
1.57542,0,70,-8.36551653480549,-9.76293579526376
1.57542,0,80,-11.0654354612238,-11.5297019934982
1.57542,0,90,-13.3046607202139,-13.3573497013131
1.57542,0,100,-14.777635507266,-15.0966336702936
1.57542,0,110,-15.504841670118,-16.7142542351293
1.57542,0,120,-15.8788669591681,-18.4180264963087
1.57542,0,130,-16.4782775275728,-20.9248812750533
1.57542,0,140,-17.7164222242826,-25.5953367047128
1.57542,0,150,-19.5491288621108,-28.719928691344
1.57542,0,160,-22.5041847396024,-25.7218904476104
1.57542,0,170,-30.3718504617957,-28.1184868563834
1.57542,0,180,-28.0758831753626,-43.2737983203144
