"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-49.1398833529286,-52.6208759538984
1.57542,0,-170,-24.1037623659107,-28.7658714706499
1.57542,0,-160,-20.6533883709139,-26.8676980984823
1.57542,0,-150,-19.4230148962196,-26.8539941752237
1.57542,0,-140,-18.1595969114008,-23.2167580121846
1.57542,0,-130,-17.4482721420187,-20.8835718211301
1.57542,0,-120,-17.4554568444245,-19.9009104166146
1.57542,0,-110,-17.5552538260871,-19.1695064551663
1.57542,0,-100,-17.0472723129552,-18.0738526210585
1.57542,0,-90,-15.6218390672968,-16.4719979683794
1.57542,0,-80,-13.4035808963668,-14.4594734688831
1.57542,0,-70,-10.7476417662953,-12.2734685436429
1.57542,0,-60,-8.08417104366996,-10.239968998408
1.57542,0,-50,-5.83280943207305,-8.70160428147122
1.57542,0,-40,-4.36954527415948,-7.96406316138929
1.57542,0,-30,-4.07211368301617,-8.31055107603939
1.57542,0,-20,-5.51653248371897,-10.2079790742637
1.57542,0,-10,-10.2965789171205,-15.1919169209493
1.57542,0,0,-40.4786321518176,-36.2756977916159
1.57542,0,10,-10.0367917144506,-14.9125760508027
1.57542,0,20,-5.38490097690819,-9.97983985867138
1.57542,0,30,-3.97336380973699,-8.0280364672788
1.57542,0,40,-4.28872691660864,-7.60191560553443
1.57542,0,50,-5.77533263019904,-8.25508390590517
1.57542,0,60,-8.04837736204085,-9.70601192942939
1.57542,0,70,-10.7106380987789,-11.6554927420747
1.57542,0,80,-13.3287346611457,-13.7764006795009
1.57542,0,90,-15.4790142666725,-15.7565487992121
1.57542,0,100,-16.8159866271181,-17.3635521743797
1.57542,0,110,-17.2163163534985,-18.5095884594995
1.57542,0,120,-17.013862263195,-19.3593552917156
1.57542,0,130,-16.9484092461926,-20.5450406709452
1.57542,0,140,-17.6795585347837,-23.178641427376
1.57542,0,150,-19.1345518218464,-26.9471296287105
1.57542,0,160,-20.7764211660839,-26.3035060569299
1.57542,0,170,-24.8548535506399,-27.8136639900085
1.57542,0,180,-49.1398833529289,-52.6208759538982
