"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-36.9447637527149,-43.7760132350949
1.57542,0,-170,-31.7647580124233,-28.1432704843873
1.57542,0,-160,-26.6170525549521,-27.3148882303871
1.57542,0,-150,-23.3135295930105,-29.8115550693747
1.57542,0,-140,-20.5834830017911,-25.2183731051995
1.57542,0,-130,-19.1632910121439,-21.846292402635
1.57542,0,-120,-18.5173551875537,-20.116998845759
1.57542,0,-110,-17.8462995684386,-18.7949065627236
1.57542,0,-100,-16.6770770219935,-17.369602661764
1.57542,0,-90,-14.9086594856555,-15.7081009011403
1.57542,0,-80,-12.650787802431,-13.8263278709663
1.57542,0,-70,-10.1412339235647,-11.8681456136857
1.57542,0,-60,-7.70086309829184,-10.0912099902689
1.57542,0,-50,-5.68299735169139,-8.8230745945745
1.57542,0,-40,-4.43708191323521,-8.4088087707304
1.57542,0,-30,-4.3257489011512,-9.17057018294694
1.57542,0,-20,-5.89267409631938,-11.5040887194848
1.57542,0,-10,-10.6455749350602,-16.6767666437379
1.57542,0,0,-37.674778495486,-42.1000562597028
1.57542,0,10,-10.8177072888411,-17.0762921867472
1.57542,0,20,-5.94184327855601,-11.5620374775974
1.57542,0,30,-4.34410544041486,-9.19754023326344
1.57542,0,40,-4.46834798502183,-8.51604384464826
1.57542,0,50,-5.7617579520765,-9.03095602972667
1.57542,0,60,-7.86534243197965,-10.3849848927318
1.57542,0,70,-10.4319103438113,-12.2150298597959
1.57542,0,80,-13.0862972044731,-14.1609302325138
1.57542,0,90,-15.4537795270235,-15.9167984315749
1.57542,0,100,-17.2401395569985,-17.2975821648178
1.57542,0,110,-18.3471269826873,-18.3009295119169
1.57542,0,120,-19.0211740621166,-19.1986057477374
1.57542,0,130,-19.9609770333515,-20.7216674085551
1.57542,0,140,-22.1321438089716,-24.3115856805875
1.57542,0,150,-25.4356276496794,-30.9701561104321
1.57542,0,160,-26.0925456431424,-28.5054060123524
1.57542,0,170,-27.3894454288395,-29.4370614377912
1.57542,0,180,-36.9447637527149,-43.776013235095
