"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.5339694941396,-38.2362173168346
1.57542,0,-170,-23.4055164985484,-26.3564064510684
1.57542,0,-160,-23.8772896216457,-25.4194171606954
1.57542,0,-150,-20.6722872398354,-25.3072745309979
1.57542,0,-140,-16.7191379414758,-22.6563705896908
1.57542,0,-130,-14.5911504430955,-21.2338747640639
1.57542,0,-120,-13.4044839383529,-21.0300783026961
1.57542,0,-110,-12.3891524071121,-20.956492755468
1.57542,0,-100,-11.1595839957283,-20.3174576285069
1.57542,0,-90,-9.5907901611485,-18.9245925897616
1.57542,0,-80,-7.71168381796506,-16.7764433209824
1.57542,0,-70,-5.66476274461869,-14.0485022047349
1.57542,0,-60,-3.67313081957466,-11.1769148938678
1.57542,0,-50,-2.00423827853408,-8.66173987578078
1.57542,0,-40,-0.931446850558968,-6.85636228797578
1.57542,0,-30,-0.680018007180686,-5.91352582545417
1.57542,0,-20,-1.30752463553996,-5.83068000263003
1.57542,0,-10,-2.34516443988188,-6.55109757202089
1.57542,0,0,-2.52424893447448,-7.85833508755476
1.57542,0,10,-1.62298603554281,-8.80037588560006
1.57542,0,20,-0.948045721593774,-8.31685161132184
1.57542,0,30,-1.16383627700733,-7.23946498427287
1.57542,0,40,-2.30654607348639,-6.66705035260837
1.57542,0,50,-4.24526846840379,-6.88801458439118
1.57542,0,60,-6.78958328911036,-7.80818229745939
1.57542,0,70,-9.66071653119846,-9.21170236462974
1.57542,0,80,-12.4678798663314,-10.8586244989796
1.57542,0,90,-14.781588080825,-12.5419432879587
1.57542,0,100,-16.3320073700387,-14.1370209159337
1.57542,0,110,-17.1659953367771,-15.6428485490014
1.57542,0,120,-17.6214490504971,-17.2649672461863
1.57542,0,130,-18.1836898080681,-19.6629609522233
1.57542,0,140,-19.1982737900273,-24.4824053392358
1.57542,0,150,-20.6073946966637,-32.6872097170776
1.57542,0,160,-22.891969521763,-27.904822425773
1.57542,0,170,-27.9353358795386,-30.0994138736954
1.57542,0,180,-26.5339694941397,-38.2362173168347
