"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.6037006856932,-36.9857195868161
1.57542,0,-170,-23.4167712142496,-27.4153423596417
1.57542,0,-160,-25.6297383883676,-27.6222527872497
1.57542,0,-150,-21.1130596999489,-28.3956858094036
1.57542,0,-140,-16.5945300359092,-26.0062373815426
1.57542,0,-130,-14.5075150684926,-25.8349243632859
1.57542,0,-120,-13.4123530486015,-27.033690668069
1.57542,0,-110,-12.4434977225483,-27.063762120859
1.57542,0,-100,-11.237652924774,-25.8883253854552
1.57542,0,-90,-9.69273549373424,-24.8866433863493
1.57542,0,-80,-7.83399400588996,-24.053110099324
1.57542,0,-70,-5.79483148235287,-22.0550442429704
1.57542,0,-60,-3.79699030279846,-18.4469423216528
1.57542,0,-50,-2.10852763044258,-14.8185269089038
1.57542,0,-40,-0.994156762387777,-12.1065285106907
1.57542,0,-30,-0.660018481840795,-10.4781508205948
1.57542,0,-20,-1.15527741486561,-9.98619155308176
1.57542,0,-10,-2.08271401912859,-10.8391009215926
1.57542,0,0,-2.30271741966103,-12.7986325405015
1.57542,0,10,-1.39760044034964,-12.7678803687785
1.57542,0,20,-0.535764799434696,-10.0343848826584
1.57542,0,30,-0.488405741749963,-7.917361068685
1.57542,0,40,-1.3711596818795,-6.98049035491821
1.57542,0,50,-3.08122224582432,-7.0324854674017
1.57542,0,60,-5.43633706413643,-7.84455271063838
1.57542,0,70,-8.17162176761148,-9.17664075434442
1.57542,0,80,-10.9175640512781,-10.7926061927284
1.57542,0,90,-13.2350286845629,-12.4923796649917
1.57542,0,100,-14.7788644904887,-14.1452875356389
1.57542,0,110,-15.5277496653052,-15.728970421133
1.57542,0,120,-15.8525689993617,-17.4259208699197
1.57542,0,130,-16.3216381868707,-19.7815462244179
1.57542,0,140,-17.3481363928817,-23.2488856297714
1.57542,0,150,-19.0080872398302,-24.4912432670821
1.57542,0,160,-22.0774839141287,-23.5073720361571
1.57542,0,170,-30.2570720616064,-27.1363074367179
1.57542,0,180,-26.6037006856932,-36.9857195868161
