"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-43.063482550043,-45.402231043889
1.57542,0,-170,-28.975815009243,-28.851480170802
1.57542,0,-160,-25.5611493858343,-27.2534965800078
1.57542,0,-150,-23.5153481610145,-33.2729655746917
1.57542,0,-140,-20.5203555610658,-30.5395895356213
1.57542,0,-130,-18.6425441116465,-25.1240275162853
1.57542,0,-120,-17.8043319111744,-22.9309407863849
1.57542,0,-110,-17.1624901627754,-21.5928806558275
1.57542,0,-100,-16.0798991472878,-20.2106938127075
1.57542,0,-90,-14.3528155102306,-18.5585799914316
1.57542,0,-80,-12.0936467173305,-16.6702554233477
1.57542,0,-70,-9.57037516289593,-14.7151980346408
1.57542,0,-60,-7.11865410017598,-12.9744299901967
1.57542,0,-50,-5.09032981958461,-11.7993814210445
1.57542,0,-40,-3.83010554052335,-11.5522197166922
1.57542,0,-30,-3.70466061956586,-12.558350618695
1.57542,0,-20,-5.27276569335847,-15.2274492231282
1.57542,0,-10,-10.0912335263952,-21.1143712560608
1.57542,0,0,-42.4388601603525,-28.9940080991506
1.57542,0,10,-9.75970488878539,-17.5814374854547
1.57542,0,20,-4.91963487278518,-13.0335647948025
1.57542,0,30,-3.31730013229813,-10.8789514600235
1.57542,0,40,-3.43956741461706,-10.1389501604718
1.57542,0,50,-4.72490150872266,-10.4724553420386
1.57542,0,60,-6.80240367248687,-11.6046219112572
1.57542,0,70,-9.32671816295133,-13.2341215276037
1.57542,0,80,-11.9403932893683,-15.0624597189214
1.57542,0,90,-14.2925879386944,-16.8369855416932
1.57542,0,100,-16.0974638870903,-18.3834741797977
1.57542,0,110,-17.2280990455966,-19.6250031853608
1.57542,0,120,-17.8723219886479,-20.6715577168687
1.57542,0,130,-18.6733893798759,-22.1340612668777
1.57542,0,140,-20.5988309156923,-25.5554663120563
1.57542,0,150,-24.1816901243263,-33.4141426442661
1.57542,0,160,-26.6881612959592,-30.1338308478116
1.57542,0,170,-28.8953766804057,-29.7246667585885
1.57542,0,180,-43.0634825500429,-45.4022310438891
