"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.1019818353718,-38.7670558373635
1.57542,0,-170,-22.5410023941224,-28.8166828495291
1.57542,0,-160,-23.6044138528035,-28.4445733837053
1.57542,0,-150,-21.6545936222053,-27.9453634229073
1.57542,0,-140,-17.7372498674274,-25.4561129294957
1.57542,0,-130,-15.571926381419,-24.8267759377412
1.57542,0,-120,-14.3252916034109,-25.1424351649074
1.57542,0,-110,-13.2258524530799,-24.9332870576895
1.57542,0,-100,-11.9317052501585,-24.1270560654251
1.57542,0,-90,-10.320002809537,-23.1426773867896
1.57542,0,-80,-8.39061645911059,-21.7949507197459
1.57542,0,-70,-6.27013668250516,-19.5177442920741
1.57542,0,-60,-4.18863787173046,-16.4664217493212
1.57542,0,-50,-2.42605260119955,-13.5403894381299
1.57542,0,-40,-1.25675895085837,-11.3127559020804
1.57542,0,-30,-0.895484898365829,-9.85974544775108
1.57542,0,-20,-1.39687480855947,-9.13466562667981
1.57542,0,-10,-2.3203958780766,-9.31417614652787
1.57542,0,0,-2.38310366547044,-10.4160546561123
1.57542,0,10,-1.26400374593908,-11.0251133456297
1.57542,0,20,-0.329656898945853,-9.61664004853067
1.57542,0,30,-0.325820834217336,-7.84230401554412
1.57542,0,40,-1.31280083015199,-6.92568546266473
1.57542,0,50,-3.15265957486771,-6.98663882423329
1.57542,0,60,-5.64015503069714,-7.84410039550048
1.57542,0,70,-8.49555872422868,-9.24342834557399
1.57542,0,80,-11.3432199790503,-10.9298399732738
1.57542,0,90,-13.747725819298,-12.6944677283966
1.57542,0,100,-15.3700184835079,-14.4111126142117
1.57542,0,110,-16.1806185388482,-16.0706457849785
1.57542,0,120,-16.528878400468,-17.8713549483689
1.57542,0,130,-16.9711760173154,-20.4634842680733
1.57542,0,140,-17.9231311006708,-25.2036627516675
1.57542,0,150,-19.4429700084244,-29.6069927909933
1.57542,0,160,-22.1742194576646,-26.8667497474449
1.57542,0,170,-28.6903564086936,-29.6461638264609
1.57542,0,180,-26.1019818353719,-38.7670558373635
