"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-22.0126228515152,-36.1264461683851
1.57542,0,-170,-24.6032243616785,-30.5931174973322
1.57542,0,-160,-39.5343497889274,-25.7837070929005
1.57542,0,-150,-27.5022331046779,-25.0249082075219
1.57542,0,-140,-21.2697192539318,-27.023866290099
1.57542,0,-130,-17.597892826226,-25.6734803473427
1.57542,0,-120,-15.0682607249404,-21.9578704650929
1.57542,0,-110,-13.244922651215,-19.3696135128532
1.57542,0,-100,-11.7133629038501,-17.6186134227483
1.57542,0,-90,-10.2007200369849,-16.4247370748638
1.57542,0,-80,-8.65241993742248,-15.8376615711573
1.57542,0,-70,-7.20388921303218,-16.1756650230263
1.57542,0,-60,-6.11365954231753,-18.0708704877044
1.57542,0,-50,-5.71962156497523,-20.6871217379763
1.57542,0,-40,-6.45764660647018,-15.5218117623891
1.57542,0,-30,-9.0068305202881,-9.64938220561051
1.57542,0,-20,-14.8932062938101,-5.85130528337797
1.57542,0,-10,-32.021228858087,-3.66054483056574
1.57542,0,0,-27.693037701124,-2.87430132118137
1.57542,0,10,-26.4971812532606,-3.44187602438138
1.57542,0,20,-13.2817104679432,-5.38205794570115
1.57542,0,30,-7.97045447686369,-8.87046511752707
1.57542,0,40,-5.66481645764837,-14.3925281786378
1.57542,0,50,-5.07844440315731,-20.5434106827276
1.57542,0,60,-5.58704191462279,-18.6273187319388
1.57542,0,70,-6.76696074819483,-16.4283143280928
1.57542,0,80,-8.27655443895341,-15.9253696787201
1.57542,0,90,-9.84566879236107,-16.4334197366409
1.57542,0,100,-11.3235155454554,-17.6038927419651
1.57542,0,110,-12.7483006556275,-19.4178301934103
1.57542,0,120,-14.3710531311795,-22.3083693802806
1.57542,0,130,-16.5675821429971,-27.2772019365152
1.57542,0,140,-19.7208016821564,-30.1147569516978
1.57542,0,150,-24.940096005101,-26.6951390244821
1.57542,0,160,-44.6871663299587,-27.1513386219325
1.57542,0,170,-25.5104466319827,-32.0795196450719
1.57542,0,180,-22.0126228515152,-36.1264461683851
