"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-38.6431158491089,-51.427312178847
1.57542,0,-170,-26.2483685568666,-27.7381334516631
1.57542,0,-160,-21.83006905512,-25.9125993018029
1.57542,0,-150,-20.2309177528231,-25.7220679037343
1.57542,0,-140,-18.6467320807682,-22.434572592591
1.57542,0,-130,-17.7535170527318,-20.2945505913989
1.57542,0,-120,-17.698818742753,-19.4363692648047
1.57542,0,-110,-17.8089528144199,-18.7726233057592
1.57542,0,-100,-17.3393664300089,-17.674808015568
1.57542,0,-90,-15.9437994216964,-16.0451261331335
1.57542,0,-80,-13.7396964387271,-14.018852600513
1.57542,0,-70,-11.0948689002801,-11.8366479661865
1.57542,0,-60,-8.44492785706469,-9.80909159266542
1.57542,0,-50,-6.20133258757172,-8.26322338183857
1.57542,0,-40,-4.73041996522806,-7.49941561207601
1.57542,0,-30,-4.40917295646292,-7.80516016279467
1.57542,0,-20,-5.82593278267273,-9.63519436082585
1.57542,0,-10,-10.6254570246539,-14.4051620717251
1.57542,0,0,-39.4039983722551,-41.2421394966319
1.57542,0,10,-9.95697926491808,-15.1319163889666
1.57542,0,20,-5.37252408372328,-9.90612305367906
1.57542,0,30,-4.00765736224042,-7.88818962091952
1.57542,0,40,-4.35608153130017,-7.45986477884996
1.57542,0,50,-5.84087155599125,-8.12176310599974
1.57542,0,60,-8.07840452540294,-9.57505117896328
1.57542,0,70,-10.7033352432721,-11.5205800736803
1.57542,0,80,-13.3238149137843,-13.6345333299106
1.57542,0,90,-15.5372232861942,-15.6097397016798
1.57542,0,100,-16.985062820138,-17.2194965314876
1.57542,0,110,-17.4958432418702,-18.3639025100721
1.57542,0,120,-17.3357316348581,-19.1618836057527
1.57542,0,130,-17.2005375488697,-20.1959541218857
1.57542,0,140,-17.7150572908755,-22.5584796024499
1.57542,0,150,-18.7611162714219,-26.4980219723144
1.57542,0,160,-19.8878988663628,-27.0810410432408
1.57542,0,170,-23.0462497208475,-28.9781536159662
1.57542,0,180,-38.6431158491088,-51.4273121788471
