"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-42.9430099816237,-39.8366111035013
1.57542,0,-170,-36.1324690803141,-52.6007962869453
1.57542,0,-160,-29.1225637384839,-35.9976774312884
1.57542,0,-150,-25.7154450797002,-31.3499771961598
1.57542,0,-140,-24.3442072811619,-29.031239814031
1.57542,0,-130,-23.7248482275613,-26.1203107733996
1.57542,0,-120,-23.1166557806199,-23.4412215495888
1.57542,0,-110,-22.294871050156,-21.3784301216785
1.57542,0,-100,-21.2414434774831,-19.6534997502419
1.57542,0,-90,-19.8765380241136,-18.0605622256322
1.57542,0,-80,-17.9278294816931,-16.5995320039294
1.57542,0,-70,-15.0694197188367,-15.4229192748156
1.57542,0,-60,-11.3841606721337,-14.780791928682
1.57542,0,-50,-7.42358776703236,-14.9907529878698
1.57542,0,-40,-3.74007921286829,-16.4313024448679
1.57542,0,-30,-0.670794902668549,-19.5912967201605
1.57542,0,-20,1.6115867177723,-25.3382941771527
1.57542,0,-10,3.02178680767963,-36.1469101872675
1.57542,0,0,3.51634104291943,-46.4026726531164
1.57542,0,10,3.07724662017706,-35.1491838549344
1.57542,0,20,1.71278911895999,-25.0129592492317
1.57542,0,30,-0.534699042186941,-19.3590071179529
1.57542,0,40,-3.57098039554062,-16.214343180893
1.57542,0,50,-7.2121051711093,-14.7478101918828
1.57542,0,60,-11.1212141309991,-14.4811716897447
1.57542,0,70,-14.7669561174027,-15.0455259146151
1.57542,0,80,-17.6158484605697,-16.1292395664108
1.57542,0,90,-19.5687855312933,-17.4876439118322
1.57542,0,100,-20.9363636654494,-18.9842555932727
1.57542,0,110,-21.9903269093549,-20.6585462213314
1.57542,0,120,-22.7890601119497,-22.7938206356594
1.57542,0,130,-23.3119391644572,-25.8719277465207
1.57542,0,140,-23.8059883071214,-30.0114420606222
1.57542,0,150,-25.0856343117203,-33.9188149665996
1.57542,0,160,-28.4357815764372,-39.6427962343641
1.57542,0,170,-35.3909362125809,-44.488421340078
1.57542,0,180,-42.9430099816237,-39.8366111035013
