"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-49.8161511803106,-40.6201559207005
1.57542,0,-170,-29.3774991702312,-31.7133525310489
1.57542,0,-160,-26.3712463214523,-29.6808367036111
1.57542,0,-150,-24.3932406378126,-30.3229420016577
1.57542,0,-140,-21.5572931221749,-25.6075510298831
1.57542,0,-130,-19.8176227743913,-22.4165016581642
1.57542,0,-120,-18.9466901671438,-20.7000198168311
1.57542,0,-110,-18.1128462156931,-19.3676887106501
1.57542,0,-100,-16.8057587787115,-17.9386129420918
1.57542,0,-90,-14.9080376593137,-16.2774363125626
1.57542,0,-80,-12.5323656816984,-14.4076089796839
1.57542,0,-70,-9.93069753295412,-12.490141188782
1.57542,0,-60,-7.4321649841801,-10.7949101619312
1.57542,0,-50,-5.38346571774536,-9.64494492634214
1.57542,0,-40,-4.12244297819337,-9.36998424765602
1.57542,0,-30,-4.01121430074256,-10.2862818060594
1.57542,0,-20,-5.61284279987569,-12.8092215553068
1.57542,0,-10,-10.5240817230187,-18.3235606137072
1.57542,0,0,-40.4747427415487,-51.3900314123843
1.57542,0,10,-10.0003081245406,-18.0387896639466
1.57542,0,20,-5.29007936680998,-12.8324104919529
1.57542,0,30,-3.75706830065404,-10.509109229529
1.57542,0,40,-3.90361547301837,-9.72748570309955
1.57542,0,50,-5.17281636107961,-10.0931186987212
1.57542,0,60,-7.2040775287584,-11.3153861896533
1.57542,0,70,-9.66221642619214,-13.0707122920652
1.57542,0,80,-12.2012740416211,-15.0261843326469
1.57542,0,90,-14.4917761041316,-16.8943136834293
1.57542,0,100,-16.2794892759488,-18.4792067262485
1.57542,0,110,-17.4539825402956,-19.6947816925897
1.57542,0,120,-18.1735357855897,-20.6461547448891
1.57542,0,130,-19.0352370101824,-21.9419042651774
1.57542,0,140,-20.9935078770896,-25.0307322210413
1.57542,0,150,-24.6193315697534,-31.718981492095
1.57542,0,160,-27.486234947362,-29.9947279379858
1.57542,0,170,-30.3950500587704,-29.3855990951239
1.57542,0,180,-49.8161511803107,-40.6201559207006
