"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.6391381206768,-44.6817745965502
1.57542,0,-170,-26.8113233987963,-41.467617478427
1.57542,0,-160,-26.3170161188292,-30.4264779099226
1.57542,0,-150,-27.0283960043068,-26.8625103768628
1.57542,0,-140,-30.5839572333476,-25.7668766217386
1.57542,0,-130,-28.8340516469735,-24.565586341268
1.57542,0,-120,-24.0963000519875,-22.8889190460254
1.57542,0,-110,-21.2038480161202,-21.3430952009058
1.57542,0,-100,-19.2580259100328,-20.0191642455705
1.57542,0,-90,-17.7319008812112,-18.9081122668039
1.57542,0,-80,-16.5799433437823,-18.1618497522286
1.57542,0,-70,-16.1336005434116,-18.13346928587
1.57542,0,-60,-17.2479900328339,-19.5097361965984
1.57542,0,-50,-23.0195321736069,-23.3556112857202
1.57542,0,-40,-23.8501266718966,-21.8748230897671
1.57542,0,-30,-11.6495686037916,-14.9502294739649
1.57542,0,-20,-6.18809312673752,-10.9227087337323
1.57542,0,-10,-3.31672608335139,-8.98831534266876
1.57542,0,0,-2.35279391016756,-8.70409321394324
1.57542,0,10,-3.15527477744096,-10.0011120463342
1.57542,0,20,-5.82080106182132,-13.1287774145377
1.57542,0,30,-10.9031326308339,-19.2146908044664
1.57542,0,40,-21.4641634985754,-31.9650195699305
1.57542,0,50,-25.391702517866,-22.2430302334481
1.57542,0,60,-17.9344692781708,-18.4725632758821
1.57542,0,70,-16.40186673007,-17.4779141469152
1.57542,0,80,-16.5906263656472,-17.7673210248093
1.57542,0,90,-17.5169521359779,-18.7747087727882
1.57542,0,100,-18.7909698560563,-20.2343763306589
1.57542,0,110,-20.3722111250264,-22.0898804273436
1.57542,0,120,-22.5974568665577,-24.5575409390006
1.57542,0,130,-26.234159382801,-27.9323189923076
1.57542,0,140,-32.6791547888596,-30.401020077131
1.57542,0,150,-50.2685810416986,-30.1434293950999
1.57542,0,160,-35.6078851809555,-32.2732518455187
1.57542,0,170,-28.6416994699831,-39.8678555220578
1.57542,0,180,-26.6391381206768,-44.6817745965502
