"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.3975674354216,-37.5331579094725
1.57542,0,-170,-23.7391164706566,-28.5988930509973
1.57542,0,-160,-24.7434078043597,-30.3694260923318
1.57542,0,-150,-21.2041973515228,-30.513506176517
1.57542,0,-140,-17.1047111302423,-24.9373925209441
1.57542,0,-130,-15.1001899820954,-22.9746217362094
1.57542,0,-120,-14.0724849837215,-22.5445649366055
1.57542,0,-110,-13.1647888898467,-22.191662057723
1.57542,0,-100,-11.9702701757443,-21.4646586700514
1.57542,0,-90,-10.3731859637237,-20.4030813722267
1.57542,0,-80,-8.41256761535438,-18.9755503569464
1.57542,0,-70,-6.23875242348738,-17.0684248868413
1.57542,0,-60,-4.08550583361207,-14.7743209612886
1.57542,0,-50,-2.23376969100274,-12.4807252665375
1.57542,0,-40,-0.968754485022425,-10.5574257618551
1.57542,0,-30,-0.526125044160511,-9.12695170745738
1.57542,0,-20,-0.987036047052872,-8.21970785369962
1.57542,0,-10,-1.95040774425198,-8.05368340144858
1.57542,0,0,-2.16319985364281,-8.77135177662644
1.57542,0,10,-1.19568090403883,-9.64925960542699
1.57542,0,20,-0.339421969498628,-9.33508614242673
1.57542,0,30,-0.351253830457743,-8.21405003473176
1.57542,0,40,-1.29802961922062,-7.49001746194769
1.57542,0,50,-3.04933424912967,-7.57991376036528
1.57542,0,60,-5.410644003316,-8.42267391458731
1.57542,0,70,-8.11113039616246,-9.79842306045262
1.57542,0,80,-10.7872960507681,-11.4602357833815
1.57542,0,90,-13.0320909020346,-13.1999649459083
1.57542,0,100,-14.5497468739145,-14.8868595355364
1.57542,0,110,-15.3413613877032,-16.4950204976683
1.57542,0,120,-15.7473184713501,-18.193230852396
1.57542,0,130,-16.2810603372437,-20.621216265048
1.57542,0,140,-17.3187346822026,-25.3107010986926
1.57542,0,150,-18.9149257559208,-31.558762615591
1.57542,0,160,-21.6864867943327,-28.1746916814755
1.57542,0,170,-28.3800732962973,-30.827764901146
1.57542,0,180,-27.3975674354216,-37.5331579094726
