"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-39.696740157444,-47.3853742252889
1.57542,0,-170,-23.6737902800018,-28.2290071264185
1.57542,0,-160,-20.5178328376876,-26.084759654763
1.57542,0,-150,-19.3671019083477,-25.6851410155579
1.57542,0,-140,-18.0506825919213,-22.6232816756275
1.57542,0,-130,-17.2287043131715,-20.5299360243209
1.57542,0,-120,-17.0989822721298,-19.5905734265465
1.57542,0,-110,-17.0626911079104,-18.8354474904336
1.57542,0,-100,-16.47212073269,-17.686452695171
1.57542,0,-90,-15.048589014436,-16.0194486251364
1.57542,0,-80,-12.8979174164876,-13.9434588040836
1.57542,0,-70,-10.3391704598241,-11.7033188450484
1.57542,0,-60,-7.77540370626974,-9.63034605102768
1.57542,0,-50,-5.61045157425324,-8.07432886460857
1.57542,0,-40,-4.20856010168201,-7.3523092598712
1.57542,0,-30,-3.93221353038567,-7.76234385187007
1.57542,0,-20,-5.32833719966497,-9.77925223538687
1.57542,0,-10,-9.87047075094061,-14.9432539311429
1.57542,0,0,-36.8029113073706,-32.0800221331002
1.57542,0,10,-10.6462468044803,-14.5241784869407
1.57542,0,20,-5.73191327847328,-9.83054186365708
1.57542,0,30,-4.22689654035625,-8.01949724736805
1.57542,0,40,-4.46993470870457,-7.67473656357624
1.57542,0,50,-5.88167845805864,-8.36391997266715
1.57542,0,60,-8.09366505968166,-9.82343481727044
1.57542,0,70,-10.7385035121549,-11.7631124890239
1.57542,0,80,-13.3956451884344,-13.8568539630074
1.57542,0,90,-15.6215681529792,-15.7916173914926
1.57542,0,100,-17.0494641704638,-17.3317298379017
1.57542,0,110,-17.5693135399461,-18.3819965797453
1.57542,0,120,-17.5243450584109,-19.1140737633544
1.57542,0,130,-17.628860817713,-20.1674823048763
1.57542,0,140,-18.4934360529543,-22.535203000693
1.57542,0,150,-19.908474173079,-25.7811304513412
1.57542,0,160,-21.34388027073,-25.7730255796281
1.57542,0,170,-25.4986914857299,-27.8105160056731
1.57542,0,180,-39.6967401574441,-47.3853742252889
