"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-46.3640812761416,-46.3804201163688
1.57542,0,-170,-24.3388662693568,-27.7144504592919
1.57542,0,-160,-20.7785485693625,-26.1743957714337
1.57542,0,-150,-19.505452086401,-25.3178327930676
1.57542,0,-140,-18.103781148666,-21.6365402679281
1.57542,0,-130,-17.2482602588424,-19.4742878570949
1.57542,0,-120,-17.1565841440128,-18.6285523060249
1.57542,0,-110,-17.2124986335485,-18.0529917496431
1.57542,0,-100,-16.7163926537124,-17.0997888650084
1.57542,0,-90,-15.3443455869037,-15.6072404859396
1.57542,0,-80,-13.2014301905821,-13.6947121011242
1.57542,0,-70,-10.6242601835074,-11.6155495816845
1.57542,0,-60,-8.02656455158904,-9.68903457937195
1.57542,0,-50,-5.81713682332463,-8.24640966939195
1.57542,0,-40,-4.36811413558438,-7.5967045411743
1.57542,0,-30,-4.05796817681818,-8.04497919174926
1.57542,0,-20,-5.45833482314767,-10.0799364075106
1.57542,0,-10,-10.10270415885,-15.275412481703
1.57542,0,0,-42.9429375424075,-41.7507599353006
1.57542,0,10,-10.448941721301,-14.7336119892661
1.57542,0,20,-5.67928008900902,-9.87067267179521
1.57542,0,30,-4.2225578383886,-7.9432831476135
1.57542,0,40,-4.462162372367,-7.53379881623616
1.57542,0,50,-5.81650851214902,-8.21043124941592
1.57542,0,60,-7.91910994319755,-9.69998312207571
1.57542,0,70,-10.4196344742399,-11.7026754148261
1.57542,0,80,-12.9314369746656,-13.8857441913311
1.57542,0,90,-15.0572845817283,-15.9353119104872
1.57542,0,100,-16.4715244552974,-17.6152635560084
1.57542,0,110,-17.0545273325932,-18.7976995124164
1.57542,0,120,-17.064654867009,-19.5487565089631
1.57542,0,130,-17.1365274606016,-20.381822680674
1.57542,0,140,-17.8769888432717,-22.1980482017289
1.57542,0,150,-19.1753492872522,-24.9170165752127
1.57542,0,160,-20.569451660002,-25.9804564378127
1.57542,0,170,-24.3638236343669,-29.040788701367
1.57542,0,180,-46.3640812761416,-46.3804201163688
