"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.1223210213391,-35.3907217550283
1.57542,0,-170,-32.0239639451851,-26.0852650052015
1.57542,0,-160,-24.0575238905745,-23.8272264849697
1.57542,0,-150,-20.5472880727872,-26.8774386138401
1.57542,0,-140,-18.3693306165682,-26.3789837582082
1.57542,0,-130,-17.0636725329713,-21.5504814370936
1.57542,0,-120,-16.4874738103351,-18.7280604331642
1.57542,0,-110,-16.0932370172091,-16.7854130102073
1.57542,0,-100,-15.2647766380978,-15.0279619820397
1.57542,0,-90,-13.6432956077208,-13.2618411777786
1.57542,0,-80,-11.2648846749913,-11.4995282954561
1.57542,0,-70,-8.46363709981219,-9.85880483920589
1.57542,0,-60,-5.66469582884436,-8.53184956509868
1.57542,0,-50,-3.24159181792613,-7.7551089693795
1.57542,0,-40,-1.47676796707226,-7.77990635892196
1.57542,0,-30,-0.572283344299764,-8.84331874886708
1.57542,0,-20,-0.648018170627525,-11.0318877954566
1.57542,0,-10,-1.58972520495641,-13.098389054473
1.57542,0,0,-2.52352827512038,-11.9710129019364
1.57542,0,10,-2.12898908321996,-9.94188925272036
1.57542,0,20,-1.02347243675036,-9.1498377617776
1.57542,0,30,-0.466590096522317,-9.56157142917112
1.57542,0,40,-0.811041983205739,-10.9602546639316
1.57542,0,50,-1.96742191665977,-13.2578729355236
1.57542,0,60,-3.7098051294748,-16.2245899128387
1.57542,0,70,-5.76391055336213,-19.1718505975323
1.57542,0,80,-7.85360707788119,-21.2378803519023
1.57542,0,90,-9.7446441163644,-22.4559074829919
1.57542,0,100,-11.2870881068333,-23.4150667335469
1.57542,0,110,-12.4448126795499,-24.2248864672332
1.57542,0,120,-13.3295654754038,-24.4772168356239
1.57542,0,130,-14.3293999382103,-24.4003515901954
1.57542,0,140,-16.2925383873565,-25.6675131675336
1.57542,0,150,-20.5433013112696,-29.6210349394931
1.57542,0,160,-25.6816351564475,-29.2292485281176
1.57542,0,170,-24.2772510981488,-28.8728081466089
1.57542,0,180,-27.1223210213391,-35.3907217550283
