"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-39.2720622047325,-45.4923124204109
1.57542,0,-170,-37.2534012451307,-52.019308522554
1.57542,0,-160,-30.8955014181202,-40.5289916177299
1.57542,0,-150,-26.5541751139308,-36.2527431207056
1.57542,0,-140,-24.1946445137191,-31.5487374946752
1.57542,0,-130,-22.8210674984744,-26.951027089886
1.57542,0,-120,-21.8072636757444,-23.767812607687
1.57542,0,-110,-20.824399570939,-21.5312930848826
1.57542,0,-100,-19.7044337309326,-19.7176450894048
1.57542,0,-90,-18.3004632329989,-18.0681898913676
1.57542,0,-80,-16.3984956001072,-16.5581565180638
1.57542,0,-70,-13.7915012975581,-15.3167630640237
1.57542,0,-60,-10.5205890125567,-14.5695202751665
1.57542,0,-50,-6.94909956288019,-14.6110905532692
1.57542,0,-40,-3.52865340875957,-15.8061385355616
1.57542,0,-30,-0.60737971385811,-18.6405093289496
1.57542,0,-20,1.59344350056476,-23.9313385253614
1.57542,0,-10,2.9439789640721,-33.3020076959549
1.57542,0,0,3.37603581228993,-40.6983624387067
1.57542,0,10,2.86968831668718,-43.4158811071088
1.57542,0,20,1.45003321324043,-27.1649115133838
1.57542,0,30,-0.810720553271196,-20.4177184342953
1.57542,0,40,-3.77959476129894,-16.9013917890056
1.57542,0,50,-7.23136128397907,-15.2772571850852
1.57542,0,60,-10.8161103726336,-14.9258156688499
1.57542,0,70,-14.0952100747625,-15.4273162986282
1.57542,0,80,-16.7340137186236,-16.4546810850551
1.57542,0,90,-18.7081726333111,-17.7615483548145
1.57542,0,100,-20.2222045132974,-19.2049422560764
1.57542,0,110,-21.4801984580137,-20.7883784505217
1.57542,0,120,-22.6011864362563,-22.7135311774302
1.57542,0,130,-23.7025636951149,-25.3924253480181
1.57542,0,140,-25.0590446754387,-29.3157181310213
1.57542,0,150,-27.2518484285748,-34.7553989017662
1.57542,0,160,-31.2625071785674,-43.1981029026209
1.57542,0,170,-37.3035670137018,-51.9539510422816
1.57542,0,180,-39.2720622047325,-45.4923124204108
