"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.8389276979726,-37.7720620096348
1.57542,0,-170,-29.2907162378051,-37.6882583396871
1.57542,0,-160,-36.5110878629042,-35.2317615501674
1.57542,0,-150,-34.9655801104048,-33.2464527946251
1.57542,0,-140,-28.7340858781896,-32.4606724474087
1.57542,0,-130,-24.6938546925776,-27.8158549746136
1.57542,0,-120,-22.0711605773241,-23.9972650892049
1.57542,0,-110,-20.3483802182604,-21.6144822725303
1.57542,0,-100,-19.0325949693876,-19.9846829450548
1.57542,0,-90,-17.869171019256,-18.8043857507754
1.57542,0,-80,-16.929702408908,-18.1204252168729
1.57542,0,-70,-16.6239367040182,-18.252720830812
1.57542,0,-60,-17.9097432486467,-19.9355969448464
1.57542,0,-50,-24.3613677922786,-25.2116724640476
1.57542,0,-40,-22.1720040027663,-26.5118082235854
1.57542,0,-30,-11.1468277283745,-17.2653395368592
1.57542,0,-20,-5.85998030279136,-12.6629394389348
1.57542,0,-10,-3.04674049640743,-10.2816367397289
1.57542,0,0,-2.1051848867825,-9.46270845106818
1.57542,0,10,-2.92258886916525,-10.0682890106613
1.57542,0,20,-5.63958311102049,-12.2153491389258
1.57542,0,30,-10.8977140967461,-16.4568095129348
1.57542,0,40,-21.9890372242984,-24.0431093000254
1.57542,0,50,-23.3018888422888,-24.1646197499321
1.57542,0,60,-17.4320960390953,-19.7279306236582
1.57542,0,70,-16.3505316620117,-18.1795900845468
1.57542,0,80,-16.8395057231642,-18.0884693751302
1.57542,0,90,-17.9981711926223,-18.7768243220905
1.57542,0,100,-19.4719019684313,-19.9541190090335
1.57542,0,110,-21.2818623541855,-21.6008285322572
1.57542,0,120,-23.9250344963571,-23.9447330709232
1.57542,0,130,-28.4712972275339,-26.7903168759909
1.57542,0,140,-32.2972932183498,-27.1726594640372
1.57542,0,150,-28.5900715255517,-25.8563173347956
1.57542,0,160,-27.1141774739897,-27.2465954537809
1.57542,0,170,-26.9371215199336,-33.2027883151921
1.57542,0,180,-26.8389276979726,-37.7720620096348
