"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.3405514945061,-34.0158640045737
1.57542,0,-170,-26.6509023472561,-41.4773545140751
1.57542,0,-160,-24.9131353302744,-35.9846723261897
1.57542,0,-150,-24.7675314073456,-30.9543293517791
1.57542,0,-140,-26.9514354502946,-30.0120605851185
1.57542,0,-130,-26.5132316857082,-27.6129445412148
1.57542,0,-120,-22.9005804179055,-24.7227237136252
1.57542,0,-110,-20.1388404922375,-22.6304325489156
1.57542,0,-100,-18.1598435733153,-21.0499190936373
1.57542,0,-90,-16.6081031146808,-19.7352223903321
1.57542,0,-80,-15.4649289196602,-18.7217783553752
1.57542,0,-70,-15.0289210139603,-18.262969537194
1.57542,0,-60,-16.0689712769863,-18.8758428706013
1.57542,0,-50,-21.1847719930998,-21.7115480425539
1.57542,0,-40,-24.7649456326799,-27.8538482145431
1.57542,0,-30,-11.79382012245,-19.7447776495961
1.57542,0,-20,-6.31876845430112,-13.6158330370558
1.57542,0,-10,-3.55528323690995,-10.5492644029857
1.57542,0,0,-2.72912233884886,-9.64967644755422
1.57542,0,10,-3.69755438645934,-10.8158884954509
1.57542,0,20,-6.64555935171991,-14.3590211800906
1.57542,0,30,-12.4850740312948,-21.3324768095788
1.57542,0,40,-28.397016608336,-24.3692168552986
1.57542,0,50,-20.2844799621811,-19.1797586361042
1.57542,0,60,-15.6897503838521,-17.1216265719459
1.57542,0,70,-14.7768662365958,-16.7397486628727
1.57542,0,80,-15.2086556746061,-17.2342110074014
1.57542,0,90,-16.2364476452037,-18.1889082703127
1.57542,0,100,-17.5439376773615,-19.3807658624516
1.57542,0,110,-19.1269486868273,-20.7795320647072
1.57542,0,120,-21.3425972514981,-22.593662581894
1.57542,0,130,-24.9832956678857,-25.0193574910228
1.57542,0,140,-31.4050281355495,-27.1806914708564
1.57542,0,150,-41.1364034305938,-28.4177172161401
1.57542,0,160,-35.8920620498601,-31.8216026571515
1.57542,0,170,-29.5443910171578,-35.8060077393543
1.57542,0,180,-27.3405514945061,-34.0158640045737
