"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.3247404581148,-27.9572708410369
1.57542,0,-170,-26.3892051677238,-34.1242256917263
1.57542,0,-160,-26.4522664963498,-37.9486248370514
1.57542,0,-150,-27.5955149880437,-29.606154805096
1.57542,0,-140,-29.8629509898888,-28.460226608997
1.57542,0,-130,-26.146473651843,-28.3057851400218
1.57542,0,-120,-22.0557724508793,-26.7919097359647
1.57542,0,-110,-19.5015724673879,-24.7132872387678
1.57542,0,-100,-17.7166408550309,-22.8416763702421
1.57542,0,-90,-16.3003626784346,-21.3503675263698
1.57542,0,-80,-15.2476442300306,-20.3535204968917
1.57542,0,-70,-14.8918647024804,-20.0760973503393
1.57542,0,-60,-16.0659168240039,-20.9214510433787
1.57542,0,-50,-21.659169268185,-23.1190660135374
1.57542,0,-40,-23.9765066948969,-22.4719450989421
1.57542,0,-30,-11.4974491631375,-17.1113342275375
1.57542,0,-20,-6.17879448392657,-12.9744496611782
1.57542,0,-10,-3.47510691803949,-10.6031226846797
1.57542,0,0,-2.64720836739311,-9.87144502630152
1.57542,0,10,-3.55669407349334,-10.8154248763377
1.57542,0,20,-6.35242618670573,-13.6356975921438
1.57542,0,30,-11.7396110713556,-19.1465342115574
1.57542,0,40,-23.3334033337124,-30.0729639405367
1.57542,0,50,-21.7282188922543,-23.8947116736347
1.57542,0,60,-16.6073991510412,-19.6455597638444
1.57542,0,70,-15.4931429663727,-18.3039139348978
1.57542,0,80,-15.8107142208274,-18.2725868626297
1.57542,0,90,-16.7435628682458,-18.9432461446007
1.57542,0,100,-17.9508076487628,-20.0314024882922
1.57542,0,110,-19.4180972906944,-21.4982381347729
1.57542,0,120,-21.4562833923849,-23.6344886368907
1.57542,0,130,-24.604190396373,-27.0670351056549
1.57542,0,140,-29.2269252796621,-32.1289812011327
1.57542,0,150,-35.8450563668605,-36.991048449516
1.57542,0,160,-38.5695756347774,-34.9277449894312
1.57542,0,170,-29.1041103858587,-28.9666922973233
1.57542,0,180,-26.3247404581148,-27.9572708410369
