"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-42.8302171764936,-33.2095084673013
1.57542,0,-170,-35.0750579928979,-34.3926283404707
1.57542,0,-160,-27.9756429402645,-39.9300170392535
1.57542,0,-150,-24.6417054760866,-39.2245316632822
1.57542,0,-140,-23.4546143424451,-31.9090674593274
1.57542,0,-130,-23.1548848199838,-27.1484051951909
1.57542,0,-120,-22.8881318725575,-24.1754506871683
1.57542,0,-110,-22.2836032803136,-22.1563878396797
1.57542,0,-100,-21.2853478555293,-20.5527276511592
1.57542,0,-90,-19.8287848671873,-19.13017164423
1.57542,0,-80,-17.6837849761712,-17.8876888307851
1.57542,0,-70,-14.6545486195198,-16.9759750575296
1.57542,0,-60,-10.9390858299526,-16.6473636430619
1.57542,0,-50,-7.05228124886955,-17.2369746765692
1.57542,0,-40,-3.46985843706694,-19.1895751700067
1.57542,0,-30,-0.49269123734201,-23.2548687550456
1.57542,0,-20,1.71800228731228,-31.8108192933511
1.57542,0,-10,3.08076397794348,-42.8950711346092
1.57542,0,0,3.55266413047548,-33.6241104483298
1.57542,0,10,3.11369902540403,-36.3296794129134
1.57542,0,20,1.76816146120114,-30.0546754198654
1.57542,0,30,-0.447846087501529,-22.5951817560374
1.57542,0,40,-3.45149549305208,-18.7382638116912
1.57542,0,50,-7.0823012659715,-16.9510148449638
1.57542,0,60,-11.0472498682365,-16.532783474594
1.57542,0,70,-14.8666014489247,-17.0423495347639
1.57542,0,80,-17.9871898705109,-18.1474998046157
1.57542,0,90,-20.183915344746,-19.6008142338637
1.57542,0,100,-21.677255971492,-21.2665458378188
1.57542,0,110,-22.719659304928,-23.1962590351743
1.57542,0,120,-23.3571013242983,-25.7604410693839
1.57542,0,130,-23.6003202842488,-29.8307403466182
1.57542,0,140,-23.8314691016954,-37.0290679595799
1.57542,0,150,-25.0038863455864,-46.654040760351
1.57542,0,160,-28.4586153926372,-58.8326995961483
1.57542,0,170,-35.7628060290795,-37.5392510702894
1.57542,0,180,-42.8302171764935,-33.2095084673013
