"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-29.9128402666158,-48.6545986511425
1.57542,0,-170,-26.4904808614868,-30.4693763706186
1.57542,0,-160,-21.3577436748274,-29.5724181473941
1.57542,0,-150,-19.1852798990298,-32.3629807984408
1.57542,0,-140,-17.8177049247326,-24.0394558571162
1.57542,0,-130,-16.9346720124419,-19.8671071010974
1.57542,0,-120,-16.5789929614709,-17.7714690306258
1.57542,0,-110,-16.3559781637793,-16.2751080837969
1.57542,0,-100,-15.7140884072563,-14.7844782200086
1.57542,0,-90,-14.274783631513,-13.1582768488692
1.57542,0,-80,-12.0088728390795,-11.4355600649201
1.57542,0,-70,-9.22008818363401,-9.75166932994142
1.57542,0,-60,-6.35431311165175,-8.31356517971183
1.57542,0,-50,-3.81405062534806,-7.35954806297603
1.57542,0,-40,-1.89643825014775,-7.09694359988372
1.57542,0,-30,-0.811235223006141,-7.59068402166139
1.57542,0,-20,-0.695303208720222,-8.50672678526217
1.57542,0,-10,-1.47954604178457,-8.82661454216957
1.57542,0,0,-2.38582560085849,-7.98961976759384
1.57542,0,10,-2.09435656125452,-6.99436140896001
1.57542,0,20,-1.05459345245982,-6.60156327350006
1.57542,0,30,-0.514470505830606,-6.92775557960637
1.57542,0,40,-0.853923012028483,-8.02183229565184
1.57542,0,50,-1.98909911717092,-9.94564373358104
1.57542,0,60,-3.69567463994728,-12.5947266841806
1.57542,0,70,-5.70396009541913,-15.6004689004118
1.57542,0,80,-7.74681099874194,-18.3931645136249
1.57542,0,90,-9.6020357226615,-20.5476340159449
1.57542,0,100,-11.1343289247709,-22.0440869046735
1.57542,0,110,-12.3250689461212,-22.9132502725695
1.57542,0,120,-13.2931770484146,-23.0072586322123
1.57542,0,130,-14.391920926133,-22.7545914714642
1.57542,0,140,-16.3857859513372,-23.4733036757374
1.57542,0,150,-20.477607424509,-26.0933337194633
1.57542,0,160,-26.1534601702081,-28.323752818438
1.57542,0,170,-26.5591905915699,-30.2806486678954
1.57542,0,180,-29.9128402666158,-48.6545986511425
