"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.1734836438128,-37.7885655258529
1.57542,0,-170,-27.8237377680416,-29.5284140428566
1.57542,0,-160,-22.2523403213762,-26.3812134572869
1.57542,0,-150,-19.6751120065469,-28.0644968630727
1.57542,0,-140,-18.0836862892522,-23.962609405277
1.57542,0,-130,-17.0496325364671,-19.8808969014017
1.57542,0,-120,-16.5845860047383,-17.6418037956573
1.57542,0,-110,-16.2781436467566,-16.0766050008011
1.57542,0,-100,-15.5543283819919,-14.5645056562334
1.57542,0,-90,-14.0240684293812,-12.9315164217719
1.57542,0,-80,-11.6826585842885,-11.2123574408993
1.57542,0,-70,-8.8630964059142,-9.5495511806059
1.57542,0,-60,-6.01024931845455,-8.1576343768846
1.57542,0,-50,-3.50539486794778,-7.28226072706967
1.57542,0,-40,-1.62651927398474,-7.14493748130161
1.57542,0,-30,-0.573319561128868,-7.85048641944704
1.57542,0,-20,-0.476568752902768,-9.12221660186395
1.57542,0,-10,-1.26720763150836,-9.76091671314534
1.57542,0,0,-2.21022009059385,-8.88843178292527
1.57542,0,10,-2.0220849856798,-7.8663447575
1.57542,0,20,-1.0465875127325,-7.67869482254398
1.57542,0,30,-0.52231504007141,-8.34667961116798
1.57542,0,40,-0.877641156934658,-9.7818293072212
1.57542,0,50,-2.0414631400033,-11.9860419265867
1.57542,0,60,-3.77633486100797,-14.8026202245502
1.57542,0,70,-5.79659719484473,-17.7257353964879
1.57542,0,80,-7.82879315363878,-20.0874229866157
1.57542,0,90,-9.65339135106238,-21.6815602496175
1.57542,0,100,-11.1390763116972,-22.7808899920079
1.57542,0,110,-12.2660495016319,-23.4937616223883
1.57542,0,120,-13.1479588530171,-23.6670852759438
1.57542,0,130,-14.1380595607723,-23.6458730677188
1.57542,0,140,-16.0152482192574,-24.6121525247348
1.57542,0,150,-20.0800554089811,-26.7189801493131
1.57542,0,160,-26.4371045284956,-26.398320906174
1.57542,0,170,-26.0670911339164,-27.0597662689192
1.57542,0,180,-28.1734836438128,-37.7885655258529
