"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-37.5751142812227,-51.2963405239065
1.57542,0,-170,-26.3598872873568,-27.4585072151845
1.57542,0,-160,-21.5936552986625,-25.1295638615755
1.57542,0,-150,-19.3597815581949,-26.0983680010128
1.57542,0,-140,-17.646136693898,-24.7184432459236
1.57542,0,-130,-16.8554709818819,-22.6935530622479
1.57542,0,-120,-16.8434056774648,-21.5059316292393
1.57542,0,-110,-16.9235029212755,-20.408050691837
1.57542,0,-100,-16.4274903099519,-18.972316781374
1.57542,0,-90,-15.0680178073533,-17.1788604750114
1.57542,0,-80,-12.9541149277357,-15.1120219930706
1.57542,0,-70,-10.4151732240148,-12.943349829758
1.57542,0,-60,-7.8596402425359,-10.9411929687777
1.57542,0,-50,-5.69147194720847,-9.41352453434762
1.57542,0,-40,-4.27781375665317,-8.64347254843045
1.57542,0,-30,-3.99085976778721,-8.88729002581866
1.57542,0,-20,-5.39597039788567,-10.57973856177
1.57542,0,-10,-10.0294327442726,-15.1470712189723
1.57542,0,0,-45.3814741004794,-27.502020713733
1.57542,0,10,-10.246076256734,-15.0364995282697
1.57542,0,20,-5.45283121907516,-10.2883239957574
1.57542,0,30,-3.98965221344199,-8.55996038932394
1.57542,0,40,-4.25187469009148,-8.36831092299768
1.57542,0,50,-5.65577478307229,-9.20742195509001
1.57542,0,60,-7.82494176501766,-10.7844427642001
1.57542,0,70,-10.3940140468253,-12.815048963791
1.57542,0,80,-12.954639620108,-14.9980583552901
1.57542,0,90,-15.0801127571097,-17.0512625876118
1.57542,0,100,-16.4207959904172,-18.7455480832322
1.57542,0,110,-16.8743439410485,-19.9137897464017
1.57542,0,120,-16.77023948192,-20.5882737041209
1.57542,0,130,-16.8233276296049,-21.384939017565
1.57542,0,140,-17.7404046522759,-23.4627712165699
1.57542,0,150,-19.5023915390971,-26.8078661720233
1.57542,0,160,-21.106984571173,-26.9630536638063
1.57542,0,170,-24.1633405435943,-28.8561758367775
1.57542,0,180,-37.5751142812226,-51.2963405239066
