"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-26.7110612780091,-36.888434061922
1.57542,0,-170,-24.6386461021823,-29.3107991460926
1.57542,0,-160,-25.5572092961186,-29.3671944558854
1.57542,0,-150,-20.0595242300541,-26.1844608439143
1.57542,0,-140,-16.2304839359445,-23.2830977367632
1.57542,0,-130,-14.4450489824182,-22.1970316275814
1.57542,0,-120,-13.4247613255216,-21.4588506419294
1.57542,0,-110,-12.4362201946635,-20.3992274989622
1.57542,0,-100,-11.1857636566655,-19.1583024060072
1.57542,0,-90,-9.58358359621658,-17.8200040485554
1.57542,0,-80,-7.65405419776101,-16.3156849993907
1.57542,0,-70,-5.53333681499396,-14.5853368742451
1.57542,0,-60,-3.44247249996458,-12.7298340650279
1.57542,0,-50,-1.64512901618916,-11.0685293508957
1.57542,0,-40,-0.407672623717525,-9.95021967466027
1.57542,0,-30,0.0472422058356846,-9.46895087715578
1.57542,0,-20,-0.37312843996096,-9.47969262057207
1.57542,0,-10,-1.3675969539337,-10.1793939876283
1.57542,0,0,-1.83763144077163,-12.2122825214596
1.57542,0,10,-1.11598927270057,-14.8670441168468
1.57542,0,20,-0.310348964267166,-13.9230200728017
1.57542,0,30,-0.291983793980827,-11.4043764373204
1.57542,0,40,-1.1936557723075,-10.0242350420506
1.57542,0,50,-2.89195509668648,-9.80483432837215
1.57542,0,60,-5.18220621778268,-10.4643974948528
1.57542,0,70,-7.78739741715448,-11.7194901017643
1.57542,0,80,-10.3506836087662,-13.3081174535852
1.57542,0,90,-12.4872175740188,-15.0148812206309
1.57542,0,100,-13.9360719275131,-16.6936201034063
1.57542,0,110,-14.7395143458138,-18.3097224748822
1.57542,0,120,-15.2777593178382,-20.1111943039355
1.57542,0,130,-16.0894860099272,-22.9818877852035
1.57542,0,140,-17.5255108773577,-28.5318752119705
1.57542,0,150,-19.5119249732121,-30.01140404954
1.57542,0,160,-22.6857981628644,-27.4541702483797
1.57542,0,170,-29.6184783421247,-32.6086900855085
1.57542,0,180,-26.7110612780091,-36.8884340619221
