"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-22.4754559986275,-46.3249586563132
1.57542,0,-170,-25.6958122454307,-36.2107942698464
1.57542,0,-160,-43.2833641973688,-29.525668166686
1.57542,0,-150,-24.9498853126668,-28.4287833303315
1.57542,0,-140,-19.53603878589,-29.7307743694369
1.57542,0,-130,-16.4014805219352,-25.731745664428
1.57542,0,-120,-14.2708836643287,-21.4262428784638
1.57542,0,-110,-12.6854551243969,-18.6580737232656
1.57542,0,-100,-11.2792951290943,-16.7515142554687
1.57542,0,-90,-9.83421721813601,-15.3631498414231
1.57542,0,-80,-8.33361664455443,-14.4374003946194
1.57542,0,-70,-6.92858160127504,-14.0655535107501
1.57542,0,-60,-5.87393268848459,-14.2994282884868
1.57542,0,-50,-5.48795291928051,-14.438801315094
1.57542,0,-40,-6.16338145108192,-12.3988143024347
1.57542,0,-30,-8.46730701962232,-8.68389002948297
1.57542,0,-20,-13.4842320078968,-5.46692700301819
1.57542,0,-10,-24.5039359705749,-3.45759397888642
1.57542,0,0,-49.3438767485688,-2.82572735857402
1.57542,0,10,-24.5243439980561,-3.62978969235219
1.57542,0,20,-13.413740029453,-5.85223578898963
1.57542,0,30,-8.34893778991163,-9.35338471848271
1.57542,0,40,-6.03115230985927,-13.2970812732126
1.57542,0,50,-5.37107033493758,-15.0218364360085
1.57542,0,60,-5.79208869357733,-14.5097017384864
1.57542,0,70,-6.8881053497313,-14.1733448345779
1.57542,0,80,-8.32735375367304,-14.5315957031073
1.57542,0,90,-9.84676045891563,-15.4559304913188
1.57542,0,100,-11.2984394646591,-16.8282410264035
1.57542,0,110,-12.7172446407257,-18.6930683996995
1.57542,0,120,-14.3535552277197,-21.4226994583806
1.57542,0,130,-16.6168653200522,-25.9048700859244
1.57542,0,140,-19.9906824703292,-30.8593973920274
1.57542,0,150,-25.5752400292841,-28.9793046858374
1.57542,0,160,-34.7573973872739,-29.6688291931621
1.57542,0,170,-25.1816253918672,-36.6969819873469
1.57542,0,180,-22.4754559986275,-46.3249586563132
