"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-37.3871885971237,-43.5040917796815
1.57542,0,-170,-25.835905280986,-29.0554409449383
1.57542,0,-160,-21.2961657565372,-26.0455279504843
1.57542,0,-150,-19.2982012667066,-25.8831994072753
1.57542,0,-140,-17.6385972956508,-23.5226311445022
1.57542,0,-130,-16.7489314251135,-21.5768514161509
1.57542,0,-120,-16.5587024908085,-20.6283965216514
1.57542,0,-110,-16.4308791086176,-19.8002796219278
1.57542,0,-100,-15.7677273570938,-18.5710276625321
1.57542,0,-90,-14.3310806720045,-16.8697576992455
1.57542,0,-80,-12.231867351519,-14.813533967209
1.57542,0,-70,-9.78082133032419,-12.6195538935508
1.57542,0,-60,-7.36387993669489,-10.5741901948172
1.57542,0,-50,-5.36402064874364,-8.9763689009403
1.57542,0,-40,-4.1311629482298,-8.09213348779319
1.57542,0,-30,-4.0178300381546,-8.18480446670121
1.57542,0,-20,-5.55682348647893,-9.745411324165
1.57542,0,-10,-10.218783608131,-14.3158587036261
1.57542,0,0,-39.170226439524,-43.1275343731887
1.57542,0,10,-10.7380851179449,-14.7857865405522
1.57542,0,20,-5.74977772892646,-9.81974546004658
1.57542,0,30,-4.10237115394695,-8.10069978135522
1.57542,0,40,-4.1827999017615,-7.96330705140436
1.57542,0,50,-5.42377306550432,-8.87695618193319
1.57542,0,60,-7.45433986541132,-10.5380574379763
1.57542,0,70,-9.90955719987163,-12.647371910306
1.57542,0,80,-12.3934444653628,-14.8815879449422
1.57542,0,90,-14.5128347713037,-16.9317451370477
1.57542,0,100,-15.9560574877054,-18.5514807122773
1.57542,0,110,-16.6214322484354,-19.6120084894728
1.57542,0,120,-16.7824114817672,-20.269791246249
1.57542,0,130,-17.0749996400395,-21.2087110586824
1.57542,0,140,-18.0762984462732,-23.3840595126656
1.57542,0,150,-19.4690394208509,-25.7107686642629
1.57542,0,160,-20.4863437259416,-24.8653471533879
1.57542,0,170,-23.4670344254906,-26.5356269158115
1.57542,0,180,-37.3871885971237,-43.5040917796813
