"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.6613489888577,-39.7206949748016
1.57542,0,-170,-29.1547235428708,-46.404544829179
1.57542,0,-160,-35.4840061971606,-39.3695156532418
1.57542,0,-150,-37.8552599178544,-36.0456855824253
1.57542,0,-140,-31.3649679171286,-34.9801006819826
1.57542,0,-130,-26.5296655591434,-28.0578129769559
1.57542,0,-120,-23.3897472039104,-23.7420736766106
1.57542,0,-110,-21.3753722973063,-21.2232025408499
1.57542,0,-100,-19.9143421489716,-19.5350741997764
1.57542,0,-90,-18.728632119185,-18.3061265157098
1.57542,0,-80,-17.8902349707194,-17.5532680232131
1.57542,0,-70,-17.8399349614217,-17.5894722425285
1.57542,0,-60,-19.7338925930525,-19.1599801100148
1.57542,0,-50,-29.7348981065572,-24.4081178097407
1.57542,0,-40,-20.0415991253352,-25.4808295799105
1.57542,0,-30,-10.737553428494,-15.7869557948484
1.57542,0,-20,-5.91460401760127,-10.9104095275516
1.57542,0,-10,-3.34197953797608,-8.27994945219228
1.57542,0,0,-2.56252053361046,-7.22639687049538
1.57542,0,10,-3.49222803270855,-7.59313384886186
1.57542,0,20,-6.26375644888753,-9.47474173405016
1.57542,0,30,-11.5005219006858,-13.3220051539866
1.57542,0,40,-22.6160926110277,-20.5251052618565
1.57542,0,50,-24.8136599863845,-27.3261290815425
1.57542,0,60,-18.2161526960265,-21.1612130336534
1.57542,0,70,-16.9807598799782,-19.0465700455083
1.57542,0,80,-17.4104554477909,-18.8522669402558
1.57542,0,90,-18.5757988183643,-19.5814436245722
1.57542,0,100,-20.1230298047067,-20.8471892937461
1.57542,0,110,-22.0570240067653,-22.5790997266889
1.57542,0,120,-24.7727267701847,-24.9372737800953
1.57542,0,130,-28.7655185638843,-27.66826500084
1.57542,0,140,-30.9518306876481,-28.4228282782551
1.57542,0,150,-29.3949992317878,-28.1108801018851
1.57542,0,160,-30.0111645268439,-31.3053055722915
1.57542,0,170,-29.6935952680374,-47.6546199413576
1.57542,0,180,-27.6613489888577,-39.7206949748016
