"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.0319270300521,-43.2948572795046
1.57542,0,-170,-29.7396655252257,-40.4826946787388
1.57542,0,-160,-35.5080819187719,-36.2377473198049
1.57542,0,-150,-37.8091075244934,-34.4137803228358
1.57542,0,-140,-31.4262311908952,-32.3880896367387
1.57542,0,-130,-26.3509762132513,-26.9340208350978
1.57542,0,-120,-23.1771534044366,-23.2496926718026
1.57542,0,-110,-21.2277607738336,-21.0216101756643
1.57542,0,-100,-19.8735861894834,-19.4860260815387
1.57542,0,-90,-18.7951518410964,-18.3200581022274
1.57542,0,-80,-18.0375841536903,-17.5492064374491
1.57542,0,-70,-18.0409417271877,-17.4660655851015
1.57542,0,-60,-19.9951912514206,-18.751341868769
1.57542,0,-50,-30.1403198976227,-23.4265872285591
1.57542,0,-40,-19.7218790341932,-29.6544011830995
1.57542,0,-30,-10.6617827533117,-16.8817816507555
1.57542,0,-20,-5.89514885224602,-11.3428199331188
1.57542,0,-10,-3.34832257377905,-8.42087424236857
1.57542,0,0,-2.59466823311794,-7.22068608607224
1.57542,0,10,-3.58315242166595,-7.53080143015593
1.57542,0,20,-6.50875965175641,-9.40165840571524
1.57542,0,30,-12.1898941264322,-13.1817931422099
1.57542,0,40,-26.0489917988158,-19.7789405698807
1.57542,0,50,-21.7120008152613,-24.7770765152636
1.57542,0,60,-16.7413338231577,-20.4759516689171
1.57542,0,70,-15.8506794315759,-18.6093674746075
1.57542,0,80,-16.3936185345926,-18.4590789872605
1.57542,0,90,-17.5716978595829,-19.2274079191474
1.57542,0,100,-19.0606788819766,-20.5836652961131
1.57542,0,110,-20.8801829233729,-22.4824584346454
1.57542,0,120,-23.4735679459262,-25.0392946348345
1.57542,0,130,-27.6643017719132,-27.528320137449
1.57542,0,140,-31.0895286499468,-27.1294908720413
1.57542,0,150,-28.6966530825401,-26.1188530907031
1.57542,0,160,-28.1667924405509,-28.2363783393582
1.57542,0,170,-28.6638658787409,-36.5612476997385
1.57542,0,180,-28.0319270300521,-43.2948572795046
