"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-30.8576433126619,-32.9623358461258
1.57542,0,-170,-24.8592139980903,-30.0273667443124
1.57542,0,-160,-25.5508722790453,-28.428207572531
1.57542,0,-150,-21.8661485045478,-29.1477088179131
1.57542,0,-140,-17.5687771971288,-28.188072598113
1.57542,0,-130,-15.4484900122462,-28.0758708132344
1.57542,0,-120,-14.3209726359256,-28.5777454002758
1.57542,0,-110,-13.3177915881597,-27.852368081115
1.57542,0,-100,-12.0524416578663,-26.5104007024005
1.57542,0,-90,-10.4206155430798,-25.421472140644
1.57542,0,-80,-8.45916508456462,-24.2144298676758
1.57542,0,-70,-6.31666162278426,-21.7357273878984
1.57542,0,-60,-4.22568426207464,-17.9804794756209
1.57542,0,-50,-2.45917537743116,-14.2634620251519
1.57542,0,-40,-1.28763163590137,-11.2898273583802
1.57542,0,-30,-0.932076215232505,-9.16312101294651
1.57542,0,-20,-1.46279395474149,-7.88880324986868
1.57542,0,-10,-2.45162366037533,-7.58298428935097
1.57542,0,0,-2.57209636916816,-8.15301091184101
1.57542,0,10,-1.45034280095378,-8.64113523492606
1.57542,0,20,-0.499426812658206,-8.00362430953514
1.57542,0,30,-0.487016879788011,-6.96153318589616
1.57542,0,40,-1.47139591396211,-6.4676798692326
1.57542,0,50,-3.3142154179043,-6.77230758051184
1.57542,0,60,-5.81127493834927,-7.77871706205078
1.57542,0,70,-8.67867894625854,-9.26715627858087
1.57542,0,80,-11.5268466133902,-10.9971447069461
1.57542,0,90,-13.8964704486293,-12.7638153753658
1.57542,0,100,-15.4275672221444,-14.4264557485327
1.57542,0,110,-16.1015178726481,-15.9305403341306
1.57542,0,120,-16.3171015415686,-17.4060680849088
1.57542,0,130,-16.6926907753515,-19.4239379132004
1.57542,0,140,-17.6986473316514,-23.1667327080361
1.57542,0,150,-19.3436339802276,-27.8550370761225
1.57542,0,160,-22.0303542747921,-25.8482822829994
1.57542,0,170,-29.5981126449378,-26.4597138293624
1.57542,0,180,-30.8576433126619,-32.9623358461258
