"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-21.4870057916843,-49.3922074343288
1.57542,0,-170,-24.4444949992675,-38.3781181537888
1.57542,0,-160,-41.7346801617917,-30.5351802122539
1.57542,0,-150,-25.6263826047984,-29.259627732332
1.57542,0,-140,-19.9184493218553,-29.8106642394491
1.57542,0,-130,-16.664439361419,-25.1377984458233
1.57542,0,-120,-14.4263082959974,-21.0352763156337
1.57542,0,-110,-12.7556418170674,-18.4734826555701
1.57542,0,-100,-11.287542409338,-16.7304741688937
1.57542,0,-90,-9.79382374947358,-15.4766238396054
1.57542,0,-80,-8.24711188090739,-14.692117143741
1.57542,0,-70,-6.79252286331483,-14.5433062072374
1.57542,0,-60,-5.68463286491008,-15.2503190578657
1.57542,0,-50,-5.24504643513259,-16.2298737825649
1.57542,0,-40,-5.87045592605175,-14.1395708105339
1.57542,0,-30,-8.13102850105235,-9.70415303853498
1.57542,0,-20,-13.1107178185598,-6.11905096088743
1.57542,0,-10,-24.0174417217924,-3.94209625703711
1.57542,0,0,-42.5415815555703,-3.21593630057763
1.57542,0,10,-24.1320291874102,-3.95778451447748
1.57542,0,20,-13.1471593326015,-6.16105040178292
1.57542,0,30,-8.14982515169807,-9.79962648123374
1.57542,0,40,-5.87676218805868,-14.3279131760287
1.57542,0,50,-5.23859183461509,-16.3910386122101
1.57542,0,60,-5.66607437866602,-15.3014331762901
1.57542,0,70,-6.76417776244112,-14.5558431272416
1.57542,0,80,-8.21119719407694,-14.6971122321512
1.57542,0,90,-9.75088652763034,-15.4864144423397
1.57542,0,100,-11.2364268252194,-16.7467364286034
1.57542,0,110,-12.6938332049028,-18.4758542435982
1.57542,0,120,-14.3491906999218,-20.9444051153555
1.57542,0,130,-16.5677492975773,-24.6127394715244
1.57542,0,140,-19.8172595060983,-27.7652335439177
1.57542,0,150,-25.589142711394,-27.1196362700841
1.57542,0,160,-40.9661867267376,-28.4809301847244
1.57542,0,170,-24.3452747210739,-35.571484785519
1.57542,0,180,-21.4870057916843,-49.3922074343288
