"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-48.0388629247399,-30.4798362427308
1.57542,0,-170,-43.6597332843791,-32.7979550792683
1.57542,0,-160,-31.3147001709449,-41.7770695290246
1.57542,0,-150,-27.1389074576609,-37.1524078421518
1.57542,0,-140,-25.7910422862486,-30.8750044208841
1.57542,0,-130,-25.4098209886375,-26.6474112638771
1.57542,0,-120,-24.9071532299971,-23.7172638814742
1.57542,0,-110,-23.9457575828655,-21.648509737059
1.57542,0,-100,-22.6096636551235,-20.0033407255716
1.57542,0,-90,-20.8990622240928,-18.5529089533713
1.57542,0,-80,-18.5507277976673,-17.2843990832685
1.57542,0,-70,-15.3039103412555,-16.335451064169
1.57542,0,-60,-11.3600204179925,-15.9369325783589
1.57542,0,-50,-7.28251247722138,-16.3732075531129
1.57542,0,-40,-3.56853229553991,-17.9558050863811
1.57542,0,-30,-0.51654041584631,-21.0428679735246
1.57542,0,-20,1.72175441183025,-26.2312964118816
1.57542,0,-10,3.07809215419736,-34.7009909889558
1.57542,0,0,3.5250552292329,-42.6008144585332
1.57542,0,10,3.05580302060782,-35.4115145930222
1.57542,0,20,1.67975928095625,-26.4940697255749
1.57542,0,30,-0.571408073904492,-20.9338390114283
1.57542,0,40,-3.6215713139754,-17.6045190851103
1.57542,0,50,-7.30607386842799,-15.911861179055
1.57542,0,60,-11.3076754263827,-15.4643622923504
1.57542,0,70,-15.1091144798433,-15.9122576215168
1.57542,0,80,-18.1536591328505,-16.9404230125892
1.57542,0,90,-20.2963297538275,-18.2966608957362
1.57542,0,100,-21.8562324260712,-19.8345601841427
1.57542,0,110,-23.1417502328466,-21.5769186830473
1.57542,0,120,-24.2158038146391,-23.7896108255182
1.57542,0,130,-25.027318215442,-26.9898212419496
1.57542,0,140,-25.825546901716,-31.708107136828
1.57542,0,150,-27.6107046321049,-38.5465608206791
1.57542,0,160,-32.3906679663106,-45.7151652680552
1.57542,0,170,-47.1233977147473,-33.5630714371366
1.57542,0,180,-48.0388629247398,-30.4798362427308
