"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.2587242411402,-34.365101654269
1.57542,0,-170,-23.9167132073896,-28.4806038118764
1.57542,0,-160,-24.9817502143263,-26.3396161664176
1.57542,0,-150,-21.4768121572157,-24.23276661998
1.57542,0,-140,-17.1885669938419,-21.7625574380872
1.57542,0,-130,-14.989538333463,-21.0027046564037
1.57542,0,-120,-13.7677713442599,-21.3343328436696
1.57542,0,-110,-12.7095570016083,-21.6153302945548
1.57542,0,-100,-11.4423891421286,-21.2282144041105
1.57542,0,-90,-9.84858851327925,-20.1303777047529
1.57542,0,-80,-7.95051589750062,-18.2630161805957
1.57542,0,-70,-5.88220503818256,-15.620735280945
1.57542,0,-60,-3.86111625358279,-12.6518417426153
1.57542,0,-50,-2.15159009227351,-9.9941596662873
1.57542,0,-40,-1.02643436910824,-8.06132781396924
1.57542,0,-30,-0.716174777631736,-6.98766834207294
1.57542,0,-20,-1.3018839577632,-6.75326586205411
1.57542,0,-10,-2.3696313475305,-7.3616759243726
1.57542,0,0,-2.61604380943825,-8.70596888532473
1.57542,0,10,-1.64092771089143,-9.76192809014064
1.57542,0,20,-0.809067754499258,-9.16553843307779
1.57542,0,30,-0.877031103398463,-7.87763739645083
1.57542,0,40,-1.90269429757919,-7.14157314784785
1.57542,0,50,-3.75120027598328,-7.24683529905784
1.57542,0,60,-6.22148478986467,-8.0968602522019
1.57542,0,70,-9.02778596525717,-9.4741696632405
1.57542,0,80,-11.7781576794209,-11.1321760719703
1.57542,0,90,-14.0333343235807,-12.8527585773476
1.57542,0,100,-15.4891305470311,-14.4940714692965
1.57542,0,110,-16.165969659522,-16.0320299926674
1.57542,0,120,-16.429398618217,-17.661828301796
1.57542,0,130,-16.8232137568973,-20.0903212570184
1.57542,0,140,-17.7577113612435,-25.1591542867428
1.57542,0,150,-19.2649087121164,-32.5084308654461
1.57542,0,160,-21.7892005493048,-26.292553067095
1.57542,0,170,-27.4758367849408,-26.9542142008212
1.57542,0,180,-27.2587242411402,-34.365101654269
