"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-25.9568324049387,-38.8310855865619
1.57542,0,-170,-27.9635112427198,-36.3067802840042
1.57542,0,-160,-34.0969854497126,-33.110896134466
1.57542,0,-150,-46.4869595459098,-32.2205807429648
1.57542,0,-140,-32.506204527549,-33.4561220316863
1.57542,0,-130,-26.1556722246399,-28.811833697869
1.57542,0,-120,-22.5668708482302,-24.5198877276348
1.57542,0,-110,-20.3844137499442,-21.9631023647945
1.57542,0,-100,-18.8679540138737,-20.289465682371
1.57542,0,-90,-17.6739391572625,-19.1006637152412
1.57542,0,-80,-16.8359872586328,-18.3732843630825
1.57542,0,-70,-16.7737484924201,-18.3517696256776
1.57542,0,-60,-18.6026424761572,-19.6238054681083
1.57542,0,-50,-27.5410884899432,-23.7098142745243
1.57542,0,-40,-19.436179889868,-28.5858805079983
1.57542,0,-30,-10.1760817387572,-18.5707095770033
1.57542,0,-20,-5.42691448279377,-13.114221738938
1.57542,0,-10,-2.92104929431737,-10.2103442891071
1.57542,0,0,-2.18860202287271,-9.0739592574931
1.57542,0,10,-3.16586345085608,-9.50459067239237
1.57542,0,20,-6.04319139612858,-11.5558024401789
1.57542,0,30,-11.605512094081,-15.646185527387
1.57542,0,40,-24.4519088678378,-22.4087635935009
1.57542,0,50,-21.3957095245474,-23.5557776147742
1.57542,0,60,-16.3779715083326,-19.9762131372352
1.57542,0,70,-15.4679287620713,-18.6927918566773
1.57542,0,80,-16.0311745645559,-18.766497924695
1.57542,0,90,-17.2762428580348,-19.5705484105138
1.57542,0,100,-18.9052274005467,-20.8235326430097
1.57542,0,110,-20.9974888855683,-22.4689629809571
1.57542,0,120,-24.1349997161002,-24.5241491853388
1.57542,0,130,-29.1279858650953,-26.1900446693597
1.57542,0,140,-29.0210818640252,-25.6124968606536
1.57542,0,150,-25.0094414390831,-24.8013505000824
1.57542,0,160,-24.1818921376886,-26.7219050295937
1.57542,0,170,-25.211448594754,-33.401965840173
1.57542,0,180,-25.9568324049387,-38.8310855865619
