"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-41.8736215747759,-37.2097376484913
1.57542,0,-170,-36.1565678100789,-37.8202353402952
1.57542,0,-160,-29.1719538294965,-34.8135075867283
1.57542,0,-150,-25.5655633166717,-32.0009952263006
1.57542,0,-140,-24.1172414026662,-29.5093195278571
1.57542,0,-130,-23.5466022216312,-26.6467486107235
1.57542,0,-120,-23.0140243688565,-24.318536167128
1.57542,0,-110,-22.1975648315403,-22.5838609854035
1.57542,0,-100,-21.0652116939931,-21.1071699848284
1.57542,0,-90,-19.5456992322528,-19.7064254993581
1.57542,0,-80,-17.384090661581,-18.4300301970251
1.57542,0,-70,-14.3523254968666,-17.4846832990698
1.57542,0,-60,-10.6407819527868,-17.1806810430645
1.57542,0,-50,-6.76961014460039,-17.9314048407771
1.57542,0,-40,-3.20509873879986,-20.3438448075699
1.57542,0,-30,-0.238423309872613,-25.6959190967225
1.57542,0,-20,1.9666120539066,-40.0003444891062
1.57542,0,-10,3.32070452915237,-32.2639013539062
1.57542,0,0,3.77841678288903,-29.888241054907
1.57542,0,10,3.32409888440848,-35.5380456107358
1.57542,0,20,1.96689812684522,-33.9085682197199
1.57542,0,30,-0.257456128668341,-23.7369228859078
1.57542,0,40,-3.27064669110428,-19.3122719009167
1.57542,0,50,-6.91382154844843,-17.2260463460425
1.57542,0,60,-10.8868668828253,-16.5898324414866
1.57542,0,70,-14.697129444948,-16.9239429297028
1.57542,0,80,-17.7808404354018,-17.8812762161862
1.57542,0,90,-19.8966613337898,-19.2055679240616
1.57542,0,100,-21.2345849245957,-20.7489401121659
1.57542,0,110,-22.0276990706231,-22.5192161852127
1.57542,0,120,-22.3576999428707,-24.7263493328429
1.57542,0,130,-22.3532878506727,-27.6665489779462
1.57542,0,140,-22.4925407042937,-30.9421434122406
1.57542,0,150,-23.6597246528821,-33.1544714582165
1.57542,0,160,-27.046952341522,-35.6395483348887
1.57542,0,170,-34.253127791466,-37.6349625027629
1.57542,0,180,-41.8736215747758,-37.2097376484913
