"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-40.1742190398404,-29.6575292769372
1.57542,0,-170,-33.817765275522,-31.6012329403773
1.57542,0,-160,-26.8963012905341,-41.0939385469069
1.57542,0,-150,-23.9386023895221,-41.5821491041456
1.57542,0,-140,-23.5530992282419,-32.132217418919
1.57542,0,-130,-24.4009209529472,-27.2882327019156
1.57542,0,-120,-25.1850402773283,-24.2664831569705
1.57542,0,-110,-25.1287641122237,-22.2396732287378
1.57542,0,-100,-24.2718760952134,-20.6151875176846
1.57542,0,-90,-22.7160765859633,-19.1096496924177
1.57542,0,-80,-20.0987459660872,-17.7135854638388
1.57542,0,-70,-16.2265816832998,-16.577784692271
1.57542,0,-60,-11.7118106507291,-15.9314640487608
1.57542,0,-50,-7.30686169531645,-16.0478568738117
1.57542,0,-40,-3.44717235313085,-17.2538178701197
1.57542,0,-30,-0.342979279150732,-20.0611508465728
1.57542,0,-20,1.90867782974562,-25.689357149534
1.57542,0,-10,3.26872607589204,-35.4269830236336
1.57542,0,0,3.72392378978535,-32.0178962305561
1.57542,0,10,3.27192998451063,-32.4314516670399
1.57542,0,20,1.91934642723813,-27.5390340475573
1.57542,0,30,-0.315332642286134,-21.4633795849843
1.57542,0,40,-3.38997624451814,-18.1063156932095
1.57542,0,50,-7.20970624536732,-16.5254140578963
1.57542,0,60,-11.5708892024115,-16.175438640595
1.57542,0,70,-16.0520963938485,-16.6930872683559
1.57542,0,80,-19.9314112140329,-17.773648937761
1.57542,0,90,-22.6015700690216,-19.163396991566
1.57542,0,100,-24.1739681910865,-20.700398789172
1.57542,0,110,-24.908494920994,-22.399813681583
1.57542,0,120,-24.6884932986159,-24.5683851461507
1.57542,0,130,-23.6354807658224,-27.8303098239149
1.57542,0,140,-22.6389234168792,-32.7394705413789
1.57542,0,150,-22.9139447644288,-39.1356887095722
1.57542,0,160,-25.6725506849457,-44.6690659378672
1.57542,0,170,-32.2734670680958,-32.9860322891612
1.57542,0,180,-40.1742190398405,-29.6575292769372
