"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-27.9909270796288,-36.2327833775265
1.57542,0,-170,-29.4797135176302,-42.4778078777566
1.57542,0,-160,-29.0321605599454,-32.7327657284343
1.57542,0,-150,-28.3404185790906,-29.435794300275
1.57542,0,-140,-28.7648820799014,-29.5154636247072
1.57542,0,-130,-26.0763173655701,-27.3688101908309
1.57542,0,-120,-22.8029303491396,-24.1369373582117
1.57542,0,-110,-20.5245773263488,-21.8560777325681
1.57542,0,-100,-18.8053471808196,-20.2722728060309
1.57542,0,-90,-17.3372151898803,-19.1153117398401
1.57542,0,-80,-16.1555085822542,-18.429441347553
1.57542,0,-70,-15.597952243627,-18.547662419236
1.57542,0,-60,-16.4443267321609,-20.1460963742887
1.57542,0,-50,-21.2216920724203,-23.5149507624364
1.57542,0,-40,-27.0283623274414,-20.2619852573336
1.57542,0,-30,-12.2898384188366,-14.340617559564
1.57542,0,-20,-6.51357347620221,-10.8043818807284
1.57542,0,-10,-3.56318388288543,-9.08733675276547
1.57542,0,0,-2.58080458381894,-8.91168618885579
1.57542,0,10,-3.36802656322509,-10.335391204337
1.57542,0,20,-6.00239308362733,-13.7458847502562
1.57542,0,30,-11.0338737730586,-20.7386320625778
1.57542,0,40,-21.3338307987372,-38.96482222914
1.57542,0,50,-25.1464227986065,-21.5693971059038
1.57542,0,60,-18.1168479753523,-18.1039524899322
1.57542,0,70,-16.6601205291532,-17.1740511043895
1.57542,0,80,-16.8730289441278,-17.3814286127144
1.57542,0,90,-17.7592309967088,-18.1900361897533
1.57542,0,100,-18.9241353793637,-19.3576960797715
1.57542,0,110,-20.3418199377012,-20.8668286018579
1.57542,0,120,-22.3480642672926,-22.9702820082414
1.57542,0,130,-25.6083347061573,-26.0303064668274
1.57542,0,140,-30.9731829175192,-29.0893672065287
1.57542,0,150,-39.8869189787973,-30.3416425133333
1.57542,0,160,-37.7808729106857,-34.0271511070642
1.57542,0,170,-29.8210593266272,-39.3701741970288
1.57542,0,180,-27.9909270796288,-36.2327833775265
