"Freq [GHz]","Phi [deg]","Theta [deg]","dB(GainLHCP) []","dB(GainRHCP) []"
1.57542,0,-180,-28.4529527684231,-35.6705649467708
1.57542,0,-170,-27.995409122165,-45.9682287934511
1.57542,0,-160,-26.7351426628628,-33.7867860932816
1.57542,0,-150,-26.6330362189962,-29.6961833504493
1.57542,0,-140,-27.8846364715634,-29.8471219774878
1.57542,0,-130,-25.7842301744922,-29.3366821124524
1.57542,0,-120,-22.3606655028483,-26.6739599348292
1.57542,0,-110,-19.895577814584,-24.1836487226942
1.57542,0,-100,-18.0748714230651,-22.2655486009686
1.57542,0,-90,-16.6034591901323,-20.8095358853932
1.57542,0,-80,-15.5044325305423,-19.8717027534338
1.57542,0,-70,-15.1039503112738,-19.7422084121828
1.57542,0,-60,-16.2028368712663,-21.0993558473307
1.57542,0,-50,-21.5775946686621,-25.288890104098
1.57542,0,-40,-24.5335086695575,-23.9479298396838
1.57542,0,-30,-11.6035826888699,-16.3895894760118
1.57542,0,-20,-6.13433382836925,-12.0552991292484
1.57542,0,-10,-3.34535606989196,-9.8381543421641
1.57542,0,0,-2.47534300809131,-9.29974567659537
1.57542,0,10,-3.35831866047577,-10.4094399032287
1.57542,0,20,-6.09397364110758,-13.392541749521
1.57542,0,30,-11.2678769614594,-19.108167826251
1.57542,0,40,-22.0349936943122,-27.6370676864209
1.57542,0,50,-24.7485748348824,-21.8703560784705
1.57542,0,60,-18.0353794232253,-18.4928480716267
1.57542,0,70,-16.6652041647293,-17.4893820125631
1.57542,0,80,-16.9338994196129,-17.6392059423424
1.57542,0,90,-17.8881023652524,-18.3978930509304
1.57542,0,100,-19.141873037998,-19.4949112448307
1.57542,0,110,-20.6534077709199,-20.8733730472183
1.57542,0,120,-22.7391268753152,-22.7535950103874
1.57542,0,130,-26.0367258452224,-25.5925032948154
1.57542,0,140,-31.1230567430517,-29.3439875297598
1.57542,0,150,-38.313373368077,-32.699411320461
1.57542,0,160,-44.0576207695905,-39.1612695654312
1.57542,0,170,-31.5853001229553,-39.8203503692312
1.57542,0,180,-28.4529527684231,-35.6705649467708
