"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.5749,0,-180,34.6707659356702
1.5749,0,-170,4.62174013763694
1.5749,0,-160,7.1048021951004
1.5749,0,-150,28.3632537913582
1.5749,0,-140,11.2940923655324
1.5749,0,-130,8.43378881268421
1.5749,0,-120,9.54382860228258
1.5749,0,-110,10.649498835604
1.5749,0,-100,10.7396221682184
1.5749,0,-90,9.9281557887843
1.5749,0,-80,8.5897109200406
1.5749,0,-70,7.06590525107865
1.5749,0,-60,5.67316693259945
1.5749,0,-50,4.84550291000262
1.5749,0,-40,5.15715830543872
1.5749,0,-30,6.87537697978346
1.5749,0,-20,10.1080873815891
1.5749,0,-10,16.1037798395079
1.5749,0,0,52.0020580570126
1.5749,0,10,15.950749468008
1.5749,0,20,10.1562538921413
1.5749,0,30,6.86322692899405
1.5749,0,40,4.65810174977848
1.5749,0,50,3.21243628947084
1.5749,0,60,2.6022371073137
1.5749,0,70,2.8539374041302
1.5749,0,80,3.57370344486343
1.5749,0,90,4.40737899443076
1.5749,0,100,5.15931580329958
1.5749,0,110,5.64292011412521
1.5749,0,120,5.74114927486646
1.5749,0,130,6.18716075002043
1.5749,0,140,10.332857575653
1.5749,0,150,28.0626444596446
1.5749,0,160,6.79501463157964
1.5749,0,170,5.11641044651483
1.5749,0,180,34.6707659356707
