"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.5746,0,-180,33.1928690104516
1.5746,0,-170,2.51944075245037
1.5746,0,-160,12.9034497111974
1.5746,0,-150,28.7134683829674
1.5746,0,-140,16.3865298291518
1.5746,0,-130,22.6595447397608
1.5746,0,-120,23.7594831672386
1.5746,0,-110,15.6192113767132
1.5746,0,-100,13.3442346255414
1.5746,0,-90,13.2025378627632
1.5746,0,-80,14.814146600289
1.5746,0,-70,19.3032705476395
1.5746,0,-60,58.6448237335251
1.5746,0,-50,16.9980822754009
1.5746,0,-40,9.77143642931822
1.5746,0,-30,5.48414824419219
1.5746,0,-20,5.46150254708215
1.5746,0,-10,11.6221618602333
1.5746,0,0,46.6998586734857
1.5746,0,10,13.3310471647137
1.5746,0,20,8.57930474971995
1.5746,0,30,6.23335049261931
1.5746,0,40,4.77427722167227
1.5746,0,50,3.71951189438266
1.5746,0,60,2.89357559232949
1.5746,0,70,2.24418794941532
1.5746,0,80,1.77010426401603
1.5746,0,90,1.51115528879185
1.5746,0,100,1.56202365206644
1.5746,0,110,2.00970402839567
1.5746,0,120,3.05194953899753
1.5746,0,130,5.59686703393521
1.5746,0,140,12.5710172391329
1.5746,0,150,20.553061189031
1.5746,0,160,7.66901286944851
1.5746,0,170,1.40789455525703
1.5746,0,180,33.1928690104512
