"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.5749,0,-180,41.0160609908324
1.5749,0,-170,5.47816173599748
1.5749,0,-160,6.08808562061245
1.5749,0,-150,30.7247279545523
1.5749,0,-140,9.06943350916542
1.5749,0,-130,5.98928171411739
1.5749,0,-120,6.69669542109964
1.5749,0,-110,7.2397419787253
1.5749,0,-100,7.0508183747408
1.5749,0,-90,6.40156146214323
1.5749,0,-80,5.58910448610633
1.5749,0,-70,4.87251452418928
1.5749,0,-60,4.5594651629855
1.5749,0,-50,4.968142781416
1.5749,0,-40,6.22841917296917
1.5749,0,-30,8.36596506331424
1.5749,0,-20,11.687100365132
1.5749,0,-10,17.6018811861804
1.5749,0,0,69.1424801539052
1.5749,0,10,17.5213569369857
1.5749,0,20,11.5927126532851
1.5749,0,30,8.2407053169368
1.5749,0,40,6.07263386977401
1.5749,0,50,4.80531010291841
1.5749,0,60,4.44416614687879
1.5749,0,70,4.85113946804265
1.5749,0,80,5.66815029727853
1.5749,0,90,6.56343938764638
1.5749,0,100,7.26466980883841
1.5749,0,110,7.47683554948678
1.5749,0,120,6.99519861947698
1.5749,0,130,6.5758127027977
1.5749,0,140,10.1621969654321
1.5749,0,150,25.8453055023977
1.5749,0,160,6.25288092927749
1.5749,0,170,5.55516892486063
1.5749,0,180,41.0160609908318
