"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.5747,0,-180,27.6947774778248
1.5747,0,-170,2.59789166988582
1.5747,0,-160,11.2342408941486
1.5747,0,-150,37.0548008106229
1.5747,0,-140,13.4905836895198
1.5747,0,-130,11.08186597477
1.5747,0,-120,11.4638067665288
1.5747,0,-110,11.784758459072
1.5747,0,-100,11.3440882645884
1.5747,0,-90,10.2877180052405
1.5747,0,-80,8.86501552777037
1.5747,0,-70,7.23381312003968
1.5747,0,-60,5.49375518338201
1.5747,0,-50,3.79868389896852
1.5747,0,-40,2.76811877080004
1.5747,0,-30,3.84772985035956
1.5747,0,-20,7.04885448862487
1.5747,0,-10,13.0200112596154
1.5747,0,0,58.3919212250686
1.5747,0,10,13.3180782864363
1.5747,0,20,7.4835723465081
1.5747,0,30,4.33408045272026
1.5747,0,40,2.80194350779425
1.5747,0,50,3.0616624709397
1.5747,0,60,4.30866388426187
1.5747,0,70,5.7544692617659
1.5747,0,80,7.15588725204283
1.5747,0,90,8.39773540383756
1.5747,0,100,9.33859074735603
1.5747,0,110,9.77497821189833
1.5747,0,120,9.61695953277001
1.5747,0,130,9.61538363948587
1.5747,0,140,12.7101700398223
1.5747,0,150,48.9984160997501
1.5747,0,160,10.2668723898766
1.5747,0,170,2.2304541978427
1.5747,0,180,27.6947774778251
