"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.5745,0,-180,35.5207600633782
1.5745,0,-170,6.94942009835731
1.5745,0,-160,6.59540173348931
1.5745,0,-150,34.9663617159826
1.5745,0,-140,8.18800088514336
1.5745,0,-130,5.55452175213615
1.5745,0,-120,6.86282224502972
1.5745,0,-110,7.75607531456548
1.5745,0,-100,7.7014789914727
1.5745,0,-90,7.04627021909937
1.5745,0,-80,6.16446551770267
1.5745,0,-70,5.34985787793019
1.5745,0,-60,4.90711421997447
1.5745,0,-50,5.16194757492967
1.5745,0,-40,6.29112701390731
1.5745,0,-30,8.34272436599864
1.5745,0,-20,11.6072836976494
1.5745,0,-10,17.4592285164434
1.5745,0,0,60.9928995318345
1.5745,0,10,17.5220899918975
1.5745,0,20,11.5472826353183
1.5745,0,30,8.16499168751311
1.5745,0,40,5.93790638274325
1.5745,0,50,4.54580244857149
1.5745,0,60,4.00164575241486
1.5745,0,70,4.24645667470518
1.5745,0,80,4.95913641300796
1.5745,0,90,5.80127353861768
1.5745,0,100,6.51175437337499
1.5745,0,110,6.82538400142736
1.5745,0,120,6.55414638656885
1.5745,0,130,6.38679232604633
1.5745,0,140,9.95161788288579
1.5745,0,150,27.3256130968741
1.5745,0,160,6.2015030244547
1.5745,0,170,5.88446179665728
1.5745,0,180,35.5207600633779
