"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.5745,0,-180,35.3111601060584
1.5745,0,-170,5.86556004184344
1.5745,0,-160,5.46920586445959
1.5745,0,-150,22.3956564390111
1.5745,0,-140,10.9611961393953
1.5745,0,-130,7.66446547611636
1.5745,0,-120,8.34257368996521
1.5745,0,-110,8.85100661984893
1.5745,0,-100,8.49939336290385
1.5745,0,-90,7.57106828269404
1.5745,0,-80,6.40740694373745
1.5745,0,-70,5.27037232435189
1.5745,0,-60,4.4636416221145
1.5745,0,-50,4.42526037947132
1.5745,0,-40,5.46011033002952
1.5745,0,-30,7.55705508283532
1.5745,0,-20,10.9202982647388
1.5745,0,-10,16.9310497278259
1.5745,0,0,54.4051066730099
1.5745,0,10,16.7798857591532
1.5745,0,20,10.9553556966472
1.5745,0,30,7.67370805004352
1.5745,0,40,5.55490864322252
1.5745,0,50,4.30758625031135
1.5745,0,60,3.93051109546497
1.5745,0,70,4.27884717400213
1.5745,0,80,4.99317490567369
1.5745,0,90,5.76236197510272
1.5745,0,100,6.35294334709667
1.5745,0,110,6.51897569287454
1.5745,0,120,6.07487238303213
1.5745,0,130,5.64776210914632
1.5745,0,140,8.69139663327432
1.5745,0,150,41.7805616530621
1.5745,0,160,7.4479139372914
1.5745,0,170,5.66379171413701
1.5745,0,180,35.3111601060581
