"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,6.98862922018957
1.57542,0,-170,9.71319908946219
1.57542,0,-160,5.67868700792032
1.57542,0,-150,4.39057365176969
1.57542,0,-140,6.20470805531912
1.57542,0,-130,7.34088585648936
1.57542,0,-120,8.84539773341036
1.57542,0,-110,10.195251987038
1.57542,0,-100,10.6793270005773
1.57542,0,-90,10.1017775668692
1.57542,0,-80,8.7356720395933
1.57542,0,-70,7.03953795498938
1.57542,0,-60,5.37084775100056
1.57542,0,-50,3.87102969376361
1.57542,0,-40,2.49539799857988
1.57542,0,-30,1.1331937935462
1.57542,0,-20,0.3175197538928
1.57542,0,-10,1.21519644770209
1.57542,0,0,1.22358367207329
1.57542,0,10,1.84592384919267
1.57542,0,20,3.02096623862883
1.57542,0,30,4.07685829488043
1.57542,0,40,5.24797805739216
1.57542,0,50,6.72944477154838
1.57542,0,60,8.56922085288649
1.57542,0,70,10.6938810311678
1.57542,0,80,12.7722592343143
1.57542,0,90,14.0219850147384
1.57542,0,100,13.6811624586826
1.57542,0,110,12.0452038925374
1.57542,0,120,9.94512004722304
1.57542,0,130,7.71893422083951
1.57542,0,140,6.12287835394207
1.57542,0,150,8.85016262615419
1.57542,0,160,20.8608944821435
1.57542,0,170,20.9499118265056
1.57542,0,180,6.98862922018957
