"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,7.95425274010731
1.57542,0,-170,7.4922190592453
1.57542,0,-160,2.15613064475106
1.57542,0,-150,5.1262102813915
1.57542,0,-140,6.21614109300292
1.57542,0,-130,7.23925559332524
1.57542,0,-120,8.83963084138815
1.57542,0,-110,10.2235724246537
1.57542,0,-100,10.6928833847123
1.57542,0,-90,10.1339333174886
1.57542,0,-80,8.80757145960508
1.57542,0,-70,7.1258042156648
1.57542,0,-60,5.42654531089979
1.57542,0,-50,3.85557846413232
1.57542,0,-40,2.39666732963197
1.57542,0,-30,1.00634652705749
1.57542,0,-20,0.576874582539509
1.57542,0,-10,1.36093582909827
1.57542,0,0,1.3465346657496
1.57542,0,10,1.9504578554611
1.57542,0,20,2.96309348709447
1.57542,0,30,3.87049705705962
1.57542,0,40,4.95242870271718
1.57542,0,50,6.40814798809581
1.57542,0,60,8.25955242928654
1.57542,0,70,10.387224472407
1.57542,0,80,12.3848300870199
1.57542,0,90,13.3820398751591
1.57542,0,100,12.6783503157864
1.57542,0,110,10.8078161757531
1.57542,0,120,8.73546112394268
1.57542,0,130,6.79497719667961
1.57542,0,140,5.62014377510908
1.57542,0,150,8.04281077074664
1.57542,0,160,16.9048210590993
1.57542,0,170,17.9488755105187
1.57542,0,180,7.9542527401073
