"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,8.71681965142658
1.57542,0,-170,14.4148922315353
1.57542,0,-160,13.9241539706539
1.57542,0,-150,1.74050180805014
1.57542,0,-140,3.0661285870877
1.57542,0,-130,4.45651031032258
1.57542,0,-120,6.29741863918648
1.57542,0,-110,7.82086376321663
1.57542,0,-100,8.3759973416436
1.57542,0,-90,7.87556410794286
1.57542,0,-80,6.57950577782014
1.57542,0,-70,4.88733342025175
1.57542,0,-60,3.14146545886149
1.57542,0,-50,1.52001852349274
1.57542,0,-40,0.27860832893899
1.57542,0,-30,1.54979090697722
1.57542,0,-20,3.0075405377467
1.57542,0,-10,3.95581492742083
1.57542,0,0,3.62681555983033
1.57542,0,10,3.51244958039242
1.57542,0,20,4.50952872919928
1.57542,0,30,5.65860232736906
1.57542,0,40,6.92346794002055
1.57542,0,50,8.51784362950712
1.57542,0,60,10.6035961927267
1.57542,0,70,13.2361872593078
1.57542,0,80,16.0989102697578
1.57542,0,90,17.913983845109
1.57542,0,100,17.1322012621349
1.57542,0,110,14.5380145809677
1.57542,0,120,11.8087262883837
1.57542,0,130,9.40374725758008
1.57542,0,140,7.70795216425974
1.57542,0,150,9.6950257001537
1.57542,0,160,20.6475197745509
1.57542,0,170,13.6120265148329
1.57542,0,180,8.71681965142657
