"Freq [GHz]","Phi [deg]","Theta [deg]","dB(AxialRatioValue) []"
1.57542,0,-180,7.83256662230578
1.57542,0,-170,8.64671598659241
1.57542,0,-160,0.848589470502654
1.57542,0,-150,7.34149724149504
1.57542,0,-140,8.96719622712587
1.57542,0,-130,10.1196918587091
1.57542,0,-120,11.6496541216773
1.57542,0,-110,12.9096020756058
1.57542,0,-100,13.1124992978669
1.57542,0,-90,12.1529240895532
1.57542,0,-80,10.4435768384333
1.57542,0,-70,8.48098004602196
1.57542,0,-60,6.58190730725192
1.57542,0,-50,4.84978439314825
1.57542,0,-40,3.24124273051277
1.57542,0,-30,1.67468901054713
1.57542,0,-20,0.471739454747591
1.57542,0,-10,1.26537568662355
1.57542,0,0,1.46445632216005
1.57542,0,10,1.79673700102999
1.57542,0,20,2.730202782219
1.57542,0,30,3.57005945444538
1.57542,0,40,4.4930589018754
1.57542,0,50,5.69140383548457
1.57542,0,60,7.18914497023447
1.57542,0,70,8.88423796219223
1.57542,0,80,10.464231069336
1.57542,0,90,11.3090693453133
1.57542,0,100,10.865382710478
1.57542,0,110,9.33950097985914
1.57542,0,120,7.37182183344176
1.57542,0,130,5.31039464509242
1.57542,0,140,4.28001410724176
1.57542,0,150,7.57359352054742
1.57542,0,160,15.6202311854178
1.57542,0,170,30.0646314496745
1.57542,0,180,7.83256662230578
